:Product: 202111_ace_swepam_1h.txt
:Issued: 2021 Dec 01 0510 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   Hourly Averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2021 11 11  0800   59529   28800    0        0.5      374.9     6.35e+04
2021 11 11  0900   59529   32400    3    -9999.9    -9999.9    -1.00e+05
2021 11 11  1000   59529   36000    0        1.1      372.3     4.31e+04
2021 11 11  1100   59529   39600    0        1.5      376.6     4.60e+04
2021 11 11  1200   59529   43200    0        1.6      374.9     5.25e+04
2021 11 11  1300   59529   46800    0        1.5      380.7     6.68e+04
2021 11 11  1400   59529   50400    3    -9999.9    -9999.9    -1.00e+05
2021 11 11  1500   59529   54000    1        1.5      371.2     4.13e+04
2021 11 11  1600   59529   57600    0        3.5      357.4     5.09e+04
2021 11 11  1700   59529   61200    1        2.3      360.4     3.69e+04
2021 11 11  1800   59529   64800    1       10.8      363.9     4.02e+04
2021 11 11  1900   59529   68400    0        3.9      362.1     4.42e+04
2021 11 11  2000   59529   72000    9    -9999.9    -9999.9    -1.00e+05
2021 11 11  2100   59529   75600    9    -9999.9    -9999.9    -1.00e+05
2021 11 11  2200   59529   79200    9    -9999.9    -9999.9    -1.00e+05
2021 11 11  2300   59529   82800    0        2.3      397.2     6.54e+04
2021 11 12  0000   59530       0    0        0.9      401.4     7.53e+04
2021 11 12  0100   59530    3600    0        1.8      391.6     4.32e+04
2021 11 12  0200   59530    7200    0        1.9      385.8     3.41e+04
2021 11 12  0300   59530   10800    1        1.8      393.7     8.20e+04
2021 11 12  0400   59530   14400    0        2.1      387.8     6.70e+04
2021 11 12  0500   59530   18000    0        3.2      388.8     5.32e+04
2021 11 12  0600   59530   21600    0        3.7      384.2     5.66e+04
2021 11 12  0700   59530   25200    0        3.6      393.0     7.16e+04
2021 11 12  0800   59530   28800    0        5.8      379.5     5.74e+04
2021 11 12  0900   59530   32400    1        4.0      377.8     6.40e+04
2021 11 12  1000   59530   36000    0        3.0      378.1     9.29e+04
2021 11 12  1100   59530   39600    0        4.7      370.9     5.24e+04
2021 11 12  1200   59530   43200    3    -9999.9    -9999.9    -1.00e+05
2021 11 12  1300   59530   46800    0        2.0      367.8     6.26e+04
2021 11 12  1400   59530   50400    0        2.2      365.7     5.08e+04
2021 11 12  1500   59530   54000    0        2.4      363.7     6.24e+04
2021 11 12  1600   59530   57600    0        2.5      358.7     5.78e+04
2021 11 12  1700   59530   61200    0        2.0      359.0     7.24e+04
2021 11 12  1800   59530   64800    0        2.6      355.8     5.48e+04
2021 11 12  1900   59530   68400    0        2.6      356.2     5.67e+04
2021 11 12  2000   59530   72000    0        2.5      357.5     5.45e+04
2021 11 12  2100   59530   75600    0        2.0      356.2     5.94e+04
2021 11 12  2200   59530   79200    0        1.5      352.5     7.11e+04
2021 11 12  2300   59530   82800    1        1.2      351.3     8.81e+04
2021 11 13  0000   59531       0    0        0.9      347.1     7.86e+04
2021 11 13  0100   59531    3600    1        0.7      346.7     8.24e+04
2021 11 13  0200   59531    7200    1        1.4      348.7     5.10e+04
2021 11 13  0300   59531   10800    0        2.7      367.0     3.48e+04
2021 11 13  0400   59531   14400    0        2.6      369.5     3.29e+04
2021 11 13  0500   59531   18000    0        1.4      356.2     4.47e+04
2021 11 13  0600   59531   21600    0        1.4      347.9     5.51e+04
2021 11 13  0700   59531   25200    0        3.1      358.4     3.16e+04
2021 11 13  0800   59531   28800    0        3.0      354.7     3.31e+04
2021 11 13  0900   59531   32400    0        3.9      354.2     3.08e+04
2021 11 13  1000   59531   36000    0        3.3      352.5     3.26e+04
2021 11 13  1100   59531   39600    0        5.2      343.5     3.78e+04
2021 11 13  1200   59531   43200    0        2.7      339.1     3.24e+04
2021 11 13  1300   59531   46800    0        3.4      345.9     2.93e+04
2021 11 13  1400   59531   50400    0        2.3      353.7     3.79e+04
2021 11 13  1500   59531   54000    0        1.5      335.8     4.65e+04
2021 11 13  1600   59531   57600    0        3.2      349.6     3.67e+04
2021 11 13  1700   59531   61200    0        3.0      347.9     2.79e+04
2021 11 13  1800   59531   64800    0        2.4      349.2     3.04e+04
2021 11 13  1900   59531   68400    0        3.4      352.4     3.05e+04
2021 11 13  2000   59531   72000    0        4.6      345.1     2.86e+04
2021 11 13  2100   59531   75600    0        3.4      313.5     3.40e+04
2021 11 13  2200   59531   79200    0        2.2      313.8     4.13e+04
2021 11 13  2300   59531   82800    0        2.9      325.9     3.99e+04
2021 11 14  0000   59532       0    0        4.5      337.0     3.92e+04
2021 11 14  0100   59532    3600    0        5.5      339.5     3.64e+04
2021 11 14  0200   59532    7200    0        2.9      329.1     4.08e+04
2021 11 14  0300   59532   10800    0        4.4      328.4     3.44e+04
2021 11 14  0400   59532   14400    0        4.9      327.9     3.27e+04
2021 11 14  0500   59532   18000    0        4.7      318.1     2.83e+04
2021 11 14  0600   59532   21600    0        5.6      309.0     2.87e+04
2021 11 14  0700   59532   25200    0        4.1      310.6     1.59e+04
2021 11 14  0800   59532   28800    0        3.7      308.7     1.82e+04
2021 11 14  0900   59532   32400    1        3.9      309.5     1.73e+04
2021 11 14  1000   59532   36000    0        4.1      312.1     1.83e+04
2021 11 14  1100   59532   39600    0        3.4      303.5     1.63e+04
2021 11 14  1200   59532   43200    3    -9999.9    -9999.9    -1.00e+05
2021 11 14  1300   59532   46800    0        6.2      311.5     1.56e+04
2021 11 14  1400   59532   50400    0        5.6      308.5     1.65e+04
2021 11 14  1500   59532   54000    0        4.9      305.1     1.50e+04
2021 11 14  1600   59532   57600    0        4.9      300.6     1.67e+04
2021 11 14  1700   59532   61200    0        7.3      296.1     1.32e+04
2021 11 14  1800   59532   64800    0        9.5      293.8     1.25e+04
2021 11 14  1900   59532   68400    0        5.2      293.0     1.24e+04
2021 11 14  2000   59532   72000    0        4.7      292.2     1.19e+04
2021 11 14  2100   59532   75600    0        4.6      292.1     1.20e+04
2021 11 14  2200   59532   79200    0        5.2      292.2     1.12e+04
2021 11 14  2300   59532   82800    0        5.9      293.8     1.21e+04
2021 11 15  0000   59533       0    0        7.1      295.1     1.41e+04
2021 11 15  0100   59533    3600    0        7.6      302.9     1.83e+04
2021 11 15  0200   59533    7200    0        8.5      312.6     2.21e+04
2021 11 15  0300   59533   10800    0        8.5      312.2     1.96e+04
2021 11 15  0400   59533   14400    0        9.0      305.3     1.66e+04
2021 11 15  0500   59533   18000    0        7.5      307.0     1.94e+04
2021 11 15  0600   59533   21600    0        7.6      308.2     1.88e+04
2021 11 15  0700   59533   25200    0        4.4      315.1     2.26e+04
2021 11 15  0800   59533   28800    0        4.7      320.0     2.68e+04
2021 11 15  0900   59533   32400    1        8.3      322.4     3.68e+04
2021 11 15  1000   59533   36000    0        4.9      313.5     2.44e+04
2021 11 15  1100   59533   39600    0        6.1      314.7     2.38e+04
2021 11 15  1200   59533   43200    0        6.0      317.5     3.40e+04
2021 11 15  1300   59533   46800    0        7.2      326.4     3.65e+04
2021 11 15  1400   59533   50400    0        8.2      324.4     4.63e+04
2021 11 15  1500   59533   54000    0       10.8      349.3     4.96e+04
2021 11 15  1600   59533   57600    0       15.7      356.0     2.88e+04
2021 11 15  1700   59533   61200    1       27.1      372.9     5.61e+04
2021 11 15  1800   59533   64800    0       31.8      381.4     6.59e+04
2021 11 15  1900   59533   68400    0       24.3      390.8     9.42e+04
2021 11 15  2000   59533   72000    0       22.7      415.9     2.10e+05
2021 11 15  2100   59533   75600    0        8.9      401.1     2.05e+05
2021 11 15  2200   59533   79200    0        6.0      419.5     2.88e+05
2021 11 15  2300   59533   82800    0        3.6      500.8     4.01e+05
2021 11 16  0000   59534       0    0        3.2      533.2     3.58e+05
2021 11 16  0100   59534    3600    0        3.3      587.6     2.72e+05
2021 11 16  0200   59534    7200    0        3.3      612.4     2.56e+05
2021 11 16  0300   59534   10800    0        2.4      608.8     2.67e+05
2021 11 16  0400   59534   14400    0        3.3      592.7     2.45e+05
2021 11 16  0500   59534   18000    0        3.5      604.0     2.60e+05
2021 11 16  0600   59534   21600    1        3.4      584.6     2.81e+05
2021 11 16  0700   59534   25200    0        2.9      587.6     2.61e+05
2021 11 16  0800   59534   28800    0        2.7      591.4     2.90e+05
2021 11 16  0900   59534   32400    0        2.4      579.4     3.11e+05
2021 11 16  1000   59534   36000    0        2.6      599.1     2.46e+05
2021 11 16  1100   59534   39600    0        1.9      610.8     2.24e+05
2021 11 16  1200   59534   43200    0        2.1      587.9     1.76e+05
2021 11 16  1300   59534   46800    0        2.9      587.2     1.41e+05
2021 11 16  1400   59534   50400    0        2.0      605.5     1.79e+05
2021 11 16  1500   59534   54000    0        1.8      614.0     2.54e+05
2021 11 16  1600   59534   57600    0        3.6      609.3     2.03e+05
2021 11 16  1700   59534   61200    0        2.1      615.9     1.86e+05
2021 11 16  1800   59534   64800    0        2.1      625.9     2.18e+05
2021 11 16  1900   59534   68400    1        2.7      639.9     2.25e+05
2021 11 16  2000   59534   72000    0        1.9      577.6     1.91e+05
2021 11 16  2100   59534   75600    0        0.9      662.4     2.26e+05
2021 11 16  2200   59534   79200    9    -9999.9    -9999.9    -1.00e+05
2021 11 16  2300   59534   82800    9    -9999.9    -9999.9    -1.00e+05
2021 11 17  0000   59535       0    9    -9999.9    -9999.9    -1.00e+05
2021 11 17  0100   59535    3600    9    -9999.9    -9999.9    -1.00e+05
2021 11 17  0200   59535    7200    9    -9999.9    -9999.9    -1.00e+05
2021 11 17  0300   59535   10800    9    -9999.9    -9999.9    -1.00e+05
2021 11 17  0400   59535   14400    1        2.3      619.1     1.98e+05
2021 11 17  0500   59535   18000    0        2.5      610.3     2.21e+05
2021 11 17  0600   59535   21600    1        2.8      608.3     2.28e+05
2021 11 17  0700   59535   25200    0        3.0      610.5     2.31e+05
2021 11 17  0800   59535   28800    0        2.4      604.3     2.42e+05
2021 11 17  0900   59535   32400    0        2.7      627.3     2.74e+05
2021 11 17  1000   59535   36000    3    -9999.9    -9999.9    -1.00e+05
