:Product: 202109_ace_swepam_1h.txt
:Issued: 2021 Oct 01 0510 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   Hourly Averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2021 09 03  0900   59460   32400    0        9.3      393.9     1.03e+05
2021 09 03  1000   59460   36000    0        5.6      392.5     9.39e+04
2021 09 03  1100   59460   39600    0        5.6      399.1     7.61e+04
2021 09 03  1200   59460   43200    0        6.5      400.9     7.82e+04
2021 09 03  1300   59460   46800    0        5.9      388.9     6.83e+04
2021 09 03  1400   59460   50400    0        5.2      402.2     1.17e+05
2021 09 03  1500   59460   54000    0        5.0      404.0     1.30e+05
2021 09 03  1600   59460   57600    0        5.1      403.1     1.34e+05
2021 09 03  1700   59460   61200    0        4.8      391.9     1.30e+05
2021 09 03  1800   59460   64800    0        4.2      402.8     1.33e+05
2021 09 03  1900   59460   68400    0        3.9      401.8     1.28e+05
2021 09 03  2000   59460   72000    0        4.0      399.9     1.21e+05
2021 09 03  2100   59460   75600    0        4.8      399.9     1.07e+05
2021 09 03  2200   59460   79200    0        5.2      398.5     1.08e+05
2021 09 03  2300   59460   82800    0        5.1      398.5     1.03e+05
2021 09 04  0000   59461       0    0        5.2      398.7     7.70e+04
2021 09 04  0100   59461    3600    0        4.0      405.5     1.00e+05
2021 09 04  0200   59461    7200    0        3.5      425.3     1.10e+05
2021 09 04  0300   59461   10800    0        3.3      425.6     1.16e+05
2021 09 04  0400   59461   14400    0        3.7      424.0     1.19e+05
2021 09 04  0500   59461   18000    0        3.8      418.9     1.08e+05
2021 09 04  0600   59461   21600    0        4.5      417.3     1.16e+05
2021 09 04  0700   59461   25200    0        4.9      423.5     1.15e+05
2021 09 04  0800   59461   28800    0        5.6      430.1     1.10e+05
2021 09 04  0900   59461   32400    0        6.1      425.3     1.01e+05
2021 09 04  1000   59461   36000    0        5.0      413.0     1.18e+05
2021 09 04  1100   59461   39600    3    -9999.9    -9999.9    -1.00e+05
2021 09 04  1200   59461   43200    0        4.6      403.4     1.22e+05
2021 09 04  1300   59461   46800    0        5.2      395.4     1.11e+05
2021 09 04  1400   59461   50400    0        4.9      384.6     1.11e+05
2021 09 04  1500   59461   54000    0        4.8      372.9     9.14e+04
2021 09 04  1600   59461   57600    0        4.7      370.9     1.01e+05
2021 09 04  1700   59461   61200    0        4.9      373.6     8.10e+04
2021 09 04  1800   59461   64800    0        4.7      380.1     8.78e+04
2021 09 04  1900   59461   68400    0        4.8      382.7     9.86e+04
2021 09 04  2000   59461   72000    0        4.6      378.1     7.67e+04
2021 09 04  2100   59461   75600    0        4.6      379.8     7.75e+04
2021 09 04  2200   59461   79200    0        4.6      380.2     7.38e+04
2021 09 04  2300   59461   82800    0        4.5      382.5     7.10e+04
2021 09 05  0000   59462       0    0        4.5      371.3     5.67e+04
2021 09 05  0100   59462    3600    0        4.3      367.1     5.12e+04
2021 09 05  0200   59462    7200    0        4.5      365.8     3.87e+04
2021 09 05  0300   59462   10800    0        4.6      361.0     4.26e+04
2021 09 05  0400   59462   14400    0        4.4      357.8     4.29e+04
2021 09 05  0500   59462   18000    0        4.3      355.9     3.97e+04
2021 09 05  0600   59462   21600    0        4.9      354.0     3.72e+04
2021 09 05  0700   59462   25200    0        5.5      355.8     2.82e+04
2021 09 05  0800   59462   28800    0        2.1      344.1     3.90e+04
2021 09 05  0900   59462   32400    0        1.4      331.7     3.49e+04
2021 09 05  1000   59462   36000    0        1.6      326.9     3.29e+04
2021 09 05  1100   59462   39600    9    -9999.9    -9999.9    -1.00e+05
2021 09 05  1200   59462   43200    0        3.0      337.0     5.53e+04
2021 09 05  1300   59462   46800    0        7.2      338.0     5.11e+04
2021 09 05  1400   59462   50400    1        5.8      336.9     5.34e+04
2021 09 05  1500   59462   54000    0        4.5      330.6     5.19e+04
2021 09 05  1600   59462   57600    0        2.5      323.9     4.41e+04
2021 09 05  1700   59462   61200    0        2.8      323.9     4.76e+04
2021 09 05  1800   59462   64800    0        3.0      320.6     4.61e+04
2021 09 05  1900   59462   68400    0        3.8      317.0     3.12e+04
2021 09 05  2000   59462   72000    0        3.6      304.6     2.96e+04
2021 09 05  2100   59462   75600    0        3.2      304.9     2.64e+04
2021 09 05  2200   59462   79200    0        3.3      306.4     2.69e+04
2021 09 05  2300   59462   82800    0        3.5      305.7     2.70e+04
2021 09 06  0000   59463       0    0        2.9      309.8     2.42e+04
2021 09 06  0100   59463    3600    0        2.8      313.2     2.54e+04
2021 09 06  0200   59463    7200    0        3.1      315.7     2.75e+04
2021 09 06  0300   59463   10800    0        3.0      324.7     3.97e+04
2021 09 06  0400   59463   14400    0        3.8      334.5     4.34e+04
2021 09 06  0500   59463   18000    0        4.2      336.3     4.64e+04
2021 09 06  0600   59463   21600    0        4.2      337.2     5.13e+04
2021 09 06  0700   59463   25200    0        3.7      336.8     4.65e+04
2021 09 06  0800   59463   28800    0        3.5      334.6     4.67e+04
2021 09 06  0900   59463   32400    9    -9999.9    -9999.9    -1.00e+05
2021 09 06  1000   59463   36000    9    -9999.9    -9999.9    -1.00e+05
2021 09 06  1100   59463   39600    9    -9999.9    -9999.9    -1.00e+05
2021 09 06  1200   59463   43200    0        4.5      333.6     3.76e+04
2021 09 06  1300   59463   46800    0        4.9      334.7     3.60e+04
2021 09 06  1400   59463   50400    0        6.9      335.5     2.73e+04
2021 09 06  1500   59463   54000    0        5.3      323.8     3.58e+04
2021 09 06  1600   59463   57600    0        5.5      324.1     3.33e+04
2021 09 06  1700   59463   61200    0        4.3      317.1     3.38e+04
2021 09 06  1800   59463   64800    0        2.7      316.9     4.16e+04
2021 09 06  1900   59463   68400    0        2.8      311.5     4.97e+04
2021 09 06  2000   59463   72000    0        2.9      306.7     5.18e+04
2021 09 06  2100   59463   75600    0        3.5      302.1     3.52e+04
2021 09 06  2200   59463   79200    0        2.9      300.6     4.11e+04
2021 09 06  2300   59463   82800    0        2.8      302.1     5.34e+04
2021 09 07  0000   59464       0    0        2.2      307.1     6.32e+04
2021 09 07  0100   59464    3600    0        2.0      311.7     7.04e+04
2021 09 07  0200   59464    7200    0        2.5      310.4     4.96e+04
2021 09 07  0300   59464   10800    0        2.7      312.6     6.97e+04
2021 09 07  0400   59464   14400    0        3.8      323.9     4.08e+04
2021 09 07  0500   59464   18000    0        4.4      316.5     3.45e+04
2021 09 07  0600   59464   21600    0        4.6      313.5     3.01e+04
2021 09 07  0700   59464   25200    0        4.2      317.1     2.94e+04
2021 09 07  0800   59464   28800    0        3.0      301.3     4.37e+04
2021 09 07  0900   59464   32400    9    -9999.9    -9999.9    -1.00e+05
2021 09 07  1000   59464   36000    9    -9999.9    -9999.9    -1.00e+05
2021 09 07  1100   59464   39600    0        3.0      320.2     4.27e+04
2021 09 07  1200   59464   43200    0        3.4      321.5     4.28e+04
2021 09 07  1300   59464   46800    0       11.7      358.5     6.56e+04
2021 09 07  1400   59464   50400    3    -9999.9    -9999.9    -1.00e+05
2021 09 07  1500   59464   54000    0       15.6      370.7     3.70e+04
2021 09 07  1600   59464   57600    0       15.2      366.9     3.18e+04
2021 09 07  1700   59464   61200    0        9.4      362.1     4.06e+04
2021 09 07  1800   59464   64800    0        9.7      365.3     4.13e+04
2021 09 07  1900   59464   68400    0       11.8      366.9     4.25e+04
2021 09 07  2000   59464   72000    0       12.6      377.5     3.85e+04
2021 09 07  2100   59464   75600    0       12.3      374.4     4.02e+04
2021 09 07  2200   59464   79200    0       10.4      368.7     3.94e+04
2021 09 07  2300   59464   82800    0        9.6      363.0     4.19e+04
2021 09 08  0000   59465       0    0        9.3      359.3     3.19e+04
2021 09 08  0100   59465    3600    0        7.8      360.4     3.22e+04
2021 09 08  0200   59465    7200    0        8.5      359.6     4.96e+04
2021 09 08  0300   59465   10800    0        9.3      359.5     5.48e+04
2021 09 08  0400   59465   14400    0       10.4      365.9     4.90e+04
2021 09 08  0500   59465   18000    0       10.1      374.8     5.08e+04
2021 09 08  0600   59465   21600    0       12.8      386.0     8.10e+04
2021 09 08  0700   59465   25200    0       16.7      400.3     8.53e+04
2021 09 08  0800   59465   28800    0       13.8      408.2     8.02e+04
2021 09 08  0900   59465   32400    0        7.5      411.0     1.59e+05
2021 09 08  1000   59465   36000    0        6.0      420.7     1.86e+05
2021 09 08  1100   59465   39600    1        5.0      417.1     2.11e+05
2021 09 08  1200   59465   43200    0        4.1      399.4     1.61e+05
2021 09 08  1300   59465   46800    0        3.1      395.3     1.36e+05
2021 09 08  1400   59465   50400    0        3.9      397.4     1.17e+05
2021 09 08  1500   59465   54000    0        3.1      393.4     1.22e+05
2021 09 08  1600   59465   57600    0        2.6      399.7     9.96e+04
2021 09 08  1700   59465   61200    3    -9999.9    -9999.9    -1.00e+05
2021 09 08  1800   59465   64800    0        2.9      395.5     3.89e+04
2021 09 08  1900   59465   68400    0        2.6      394.5     4.17e+04
2021 09 08  2000   59465   72000    0        3.1      393.4     4.33e+04
2021 09 08  2100   59465   75600    0        3.1      395.8     8.61e+04
2021 09 08  2200   59465   79200    0        3.3      395.2     1.04e+05
2021 09 08  2300   59465   82800    0        3.1      396.0     8.33e+04
2021 09 09  0000   59466       0    0        2.8      391.5     7.81e+04
2021 09 09  0100   59466    3600    0        2.7      394.2     8.66e+04
2021 09 09  0200   59466    7200    0        2.3      396.1     7.16e+04
2021 09 09  0300   59466   10800    0        1.7      399.6     5.69e+04
2021 09 09  0400   59466   14400    0        2.1      404.0     5.27e+04
2021 09 09  0500   59466   18000    0        2.2      394.0     4.63e+04
2021 09 09  0600   59466   21600    0        2.0      397.7     4.62e+04
2021 09 09  0700   59466   25200    0        2.0      403.7     5.72e+04
2021 09 09  0800   59466   28800    0        1.7      397.2     4.98e+04
2021 09 09  0900   59466   32400    0        1.5      399.8     4.54e+04
2021 09 09  1000   59466   36000    0        1.8      395.6     4.32e+04
2021 09 09  1100   59466   39600    0        2.0      391.4     4.18e+04
2021 09 09  1200   59466   43200    0        1.8      376.3     2.45e+04
2021 09 09  1300   59466   46800    0        2.1      370.8     2.40e+04
2021 09 09  1400   59466   50400    0        2.1      366.2     3.09e+04
2021 09 09  1500   59466   54000    0        2.0      369.2     2.40e+04
2021 09 09  1600   59466   57600    0        2.1      369.1     2.59e+04
2021 09 09  1700   59466   61200    0        3.9      371.5     3.22e+04
2021 09 09  1800   59466   64800    0        3.6      383.2     2.89e+04
2021 09 09  1900   59466   68400    1        3.7      373.7     3.39e+04
2021 09 09  2000   59466   72000    0        1.7      365.5     2.28e+04
2021 09 09  2100   59466   75600    0        5.4      361.9     2.54e+04
2021 09 09  2200   59466   79200    0        7.9      362.5     2.32e+04
2021 09 09  2300   59466   82800    0        8.9      366.1     1.78e+04
2021 09 10  0000   59467       0    0        8.8      363.2     1.80e+04
2021 09 10  0100   59467    3600    0       10.5      370.0     2.20e+04
2021 09 10  0200   59467    7200    0       10.5      374.7     2.58e+04
2021 09 10  0300   59467   10800    0       15.9      371.3     2.12e+04
2021 09 10  0400   59467   14400    0       16.0      367.1     1.91e+04
2021 09 10  0500   59467   18000    0        6.5      368.8     1.31e+04
2021 09 10  0600   59467   21600    0        3.9      374.4     1.55e+04
2021 09 10  0700   59467   25200    0        3.7      375.5     1.72e+04
2021 09 10  0800   59467   28800    0        2.7      375.6     4.89e+04
2021 09 10  0900   59467   32400    0        3.9      372.5     3.65e+04
2021 09 10  1000   59467   36000    0        5.3      372.7     4.30e+04
2021 09 10  1100   59467   39600    0        6.5      367.6     3.41e+04
2021 09 10  1200   59467   43200    0        6.7      366.1     2.85e+04
2021 09 10  1300   59467   46800    0        9.5      357.6     3.23e+04
2021 09 10  1400   59467   50400    0       14.2      356.3     2.48e+04
2021 09 10  1500   59467   54000    0       20.0      362.2     1.69e+04
2021 09 10  1600   59467   57600    0       20.6      359.2     1.18e+04
2021 09 10  1700   59467   61200    0       20.0      357.1     1.18e+04
2021 09 10  1800   59467   64800    0       19.1      356.4     1.17e+04
2021 09 10  1900   59467   68400    0       15.7      354.6     1.26e+04
2021 09 10  2000   59467   72000    0       18.0      353.3     1.64e+04
2021 09 10  2100   59467   75600    0       18.3      349.7     2.37e+04
2021 09 10  2200   59467   79200    0       11.1      346.7     2.65e+04
2021 09 10  2300   59467   82800    0        4.8      357.0     3.39e+04
2021 09 11  0000   59468       0    0        4.8      358.3     4.64e+04
2021 09 11  0100   59468    3600    1        5.3      358.1     4.01e+04
2021 09 11  0200   59468    7200    0        5.0      353.1     2.96e+04
2021 09 11  0300   59468   10800    0        4.9      349.3     2.36e+04
2021 09 11  0400   59468   14400    0        5.9      351.8     3.00e+04
2021 09 11  0500   59468   18000    0        6.1      352.2     2.81e+04
2021 09 11  0600   59468   21600    0        7.5      353.8     2.95e+04
2021 09 11  0700   59468   25200    0        6.3      348.3     3.35e+04
2021 09 11  0800   59468   28800    0        5.7      344.2     3.85e+04
2021 09 11  0900   59468   32400    0        4.3      337.7     4.54e+04
2021 09 11  1000   59468   36000    0        4.3      337.4     5.22e+04
2021 09 11  1100   59468   39600    0        5.3      335.4     5.30e+04
2021 09 11  1200   59468   43200    0        5.5      332.0     4.24e+04
2021 09 11  1300   59468   46800    0        3.3      322.4     4.35e+04
2021 09 11  1400   59468   50400    0        4.4      325.1     3.73e+04
2021 09 11  1500   59468   54000    0        6.1      323.5     3.05e+04
2021 09 11  1600   59468   57600    0        7.1      325.8     3.23e+04
2021 09 11  1700   59468   61200    0        6.9      340.5     3.68e+04
2021 09 11  1800   59468   64800    0        3.8      333.5     3.56e+04
2021 09 11  1900   59468   68400    0        4.5      332.3     3.93e+04
2021 09 11  2000   59468   72000    0        1.5      327.3     3.58e+04
2021 09 11  2100   59468   75600    0        2.1      330.3     4.17e+04
2021 09 11  2200   59468   79200    0        3.8      323.1     3.44e+04
2021 09 11  2300   59468   82800    0        4.5      312.3     2.13e+04
2021 09 12  0000   59469       0    0        2.5      304.5     1.55e+04
2021 09 12  0100   59469    3600    0        1.9      302.9     1.75e+04
2021 09 12  0200   59469    7200    0        3.3      310.4     2.08e+04
2021 09 12  0300   59469   10800    0        4.4      317.2     2.24e+04
2021 09 12  0400   59469   14400    0        5.0      331.5     3.72e+04
2021 09 12  0500   59469   18000    0        2.9      337.0     6.03e+04
2021 09 12  0600   59469   21600    0        5.1      339.9     3.64e+04
2021 09 12  0700   59469   25200    0        4.2      336.4     4.21e+04
2021 09 12  0800   59469   28800    0        2.7      351.2     4.00e+04
2021 09 12  0900   59469   32400    0        5.4      364.2     5.32e+04
2021 09 12  1000   59469   36000    0        4.2      362.1     5.86e+04
2021 09 12  1100   59469   39600    0        3.9      361.0     5.55e+04
2021 09 12  1200   59469   43200    0        4.0      362.4     5.70e+04
2021 09 12  1300   59469   46800    0        3.1      367.6     5.14e+04
2021 09 12  1400   59469   50400    0        2.9      376.5     5.27e+04
2021 09 12  1500   59469   54000    0        2.8      375.5     4.72e+04
2021 09 12  1600   59469   57600    0        3.7      378.1     4.07e+04
2021 09 12  1700   59469   61200    0        8.4      375.6     3.41e+04
2021 09 12  1800   59469   64800    0       14.0      380.5     1.74e+04
2021 09 12  1900   59469   68400    0       14.5      391.1     2.09e+04
2021 09 12  2000   59469   72000    0       15.6      395.6     2.71e+04
2021 09 12  2100   59469   75600    0        7.3      405.1     4.32e+04
2021 09 12  2200   59469   79200    0        4.8      414.2     6.83e+04
2021 09 12  2300   59469   82800    0        4.2      414.6     9.84e+04
2021 09 13  0000   59470       0    0        2.8      421.3     1.14e+05
2021 09 13  0100   59470    3600    0        3.4      419.2     9.63e+04
2021 09 13  0200   59470    7200    0        2.9      421.0     8.83e+04
2021 09 13  0300   59470   10800    0        1.7      430.3     1.09e+05
2021 09 13  0400   59470   14400    0        2.1      431.1     1.02e+05
2021 09 13  0500   59470   18000    0        1.2      446.3     1.72e+05
2021 09 13  0600   59470   21600    0        2.0      450.7     2.36e+05
2021 09 13  0700   59470   25200    0        2.6      459.0     1.92e+05
2021 09 13  0800   59470   28800    1        2.6      445.5     2.12e+05
2021 09 13  0900   59470   32400    1        1.8      460.0     2.23e+05
2021 09 13  1000   59470   36000    1        1.4      458.5     2.11e+05
2021 09 13  1100   59470   39600    0        1.7      457.0     2.10e+05
2021 09 13  1200   59470   43200    0        1.2      444.5     1.66e+05
2021 09 13  1300   59470   46800    0        1.8      446.2     1.69e+05
2021 09 13  1400   59470   50400    9    -9999.9    -9999.9    -1.00e+05
2021 09 13  1500   59470   54000    1        1.7      473.5     1.70e+05
2021 09 13  1600   59470   57600    1        1.6      486.5     1.38e+05
2021 09 13  1700   59470   61200    1        1.5      482.7     1.25e+05
2021 09 13  1800   59470   64800    1        1.7      471.2     1.23e+05
2021 09 13  1900   59470   68400    1        1.8      479.0     1.22e+05
2021 09 13  2000   59470   72000    1        1.3      484.8     1.30e+05
2021 09 13  2100   59470   75600    1        1.9      471.2     1.25e+05
2021 09 13  2200   59470   79200    9    -9999.9    -9999.9    -1.00e+05
2021 09 13  2300   59470   82800    9    -9999.9    -9999.9    -1.00e+05
2021 09 14  0000   59471       0    9    -9999.9    -9999.9    -1.00e+05
2021 09 14  0100   59471    3600    1        2.1      458.2     1.20e+05
2021 09 14  0200   59471    7200    1        2.2      455.4     1.20e+05
2021 09 14  0300   59471   10800    1        2.4      456.0     8.85e+04
2021 09 14  0400   59471   14400    0        2.3      445.3     7.62e+04
2021 09 14  0500   59471   18000    0        2.3      438.3     5.65e+04
2021 09 14  0600   59471   21600    0        2.2      438.0     4.82e+04
2021 09 14  0700   59471   25200    0        2.2      440.6     6.96e+04
2021 09 14  0800   59471   28800    1        2.4      456.1     6.23e+04
2021 09 14  0900   59471   32400    1        2.5      443.8     6.72e+04
2021 09 14  1000   59471   36000    0        2.6      440.5     7.47e+04
2021 09 14  1100   59471   39600    0        2.4      451.8     5.03e+04
2021 09 14  1200   59471   43200    0        3.5      448.9     3.66e+04
2021 09 14  1300   59471   46800    0        3.6      456.8     3.40e+04
2021 09 14  1400   59471   50400    0        3.5      459.1     3.57e+04
2021 09 14  1500   59471   54000    0        2.5      443.8     6.35e+04
2021 09 14  1600   59471   57600    0        2.3      439.5     8.59e+04
2021 09 14  1700   59471   61200    0        2.3      436.8     1.04e+05
2021 09 14  1800   59471   64800    0        2.5      429.3     8.20e+04
2021 09 14  1900   59471   68400    0        2.6      431.2     7.60e+04
2021 09 14  2000   59471   72000    0        2.6      437.8     6.44e+04
2021 09 14  2100   59471   75600    0        2.4      433.0     7.70e+04
2021 09 14  2200   59471   79200    9    -9999.9    -9999.9    -1.00e+05
2021 09 14  2300   59471   82800    9    -9999.9    -9999.9    -1.00e+05
2021 09 15  0000   59472       0    9    -9999.9    -9999.9    -1.00e+05
2021 09 15  0100   59472    3600    9    -9999.9    -9999.9    -1.00e+05
2021 09 15  0200   59472    7200    9    -9999.9    -9999.9    -1.00e+05
2021 09 15  0300   59472   10800    9    -9999.9    -9999.9    -1.00e+05
2021 09 15  0400   59472   14400    9    -9999.9    -9999.9    -1.00e+05
2021 09 15  0500   59472   18000    9    -9999.9    -9999.9    -1.00e+05
2021 09 15  0600   59472   21600    9    -9999.9    -9999.9    -1.00e+05
2021 09 15  0700   59472   25200    0        2.7      418.4     5.10e+04
2021 09 15  0800   59472   28800    0        2.7      412.4     5.52e+04
2021 09 15  0900   59472   32400    1        2.4      397.0     1.02e+05
2021 09 15  1000   59472   36000    1        2.4      397.1     1.17e+05
2021 09 15  1100   59472   39600    0        2.5      391.9     1.00e+05
2021 09 15  1200   59472   43200    0        2.4      385.6     8.78e+04
2021 09 15  1300   59472   46800    0        2.1      376.6     5.95e+04
2021 09 15  1400   59472   50400    0        2.0      372.5     6.88e+04
2021 09 15  1500   59472   54000    9    -9999.9    -9999.9    -1.00e+05
2021 09 15  1600   59472   57600    0        2.5      376.0     6.92e+04
2021 09 15  1700   59472   61200    0        2.6      372.8     1.02e+05
2021 09 15  1800   59472   64800    0        2.5      370.3     8.11e+04
2021 09 15  1900   59472   68400    0        2.2      371.9     7.86e+04
2021 09 15  2000   59472   72000    0        2.1      373.0     7.65e+04
2021 09 15  2100   59472   75600    0        2.2      371.0     8.65e+04
2021 09 15  2200   59472   79200    9    -9999.9    -9999.9    -1.00e+05
2021 09 15  2300   59472   82800    0        2.5      364.4     6.99e+04
2021 09 16  0000   59473       0    0        2.7      360.5     7.18e+04
2021 09 16  0100   59473    3600    0        2.3      360.4     7.70e+04
2021 09 16  0200   59473    7200    0        1.8      369.0     7.12e+04
2021 09 16  0300   59473   10800    0        2.1      359.4     8.18e+04
2021 09 16  0400   59473   14400    9    -9999.9    -9999.9    -1.00e+05
2021 09 16  0500   59473   18000    9    -9999.9    -9999.9    -1.00e+05
2021 09 16  0600   59473   21600    9    -9999.9    -9999.9    -1.00e+05
2021 09 16  0700   59473   25200    0        2.4      342.9     5.17e+04
2021 09 16  0800   59473   28800    0        2.4      346.4     5.61e+04
2021 09 16  0900   59473   32400    0        1.5      345.3     5.64e+04
2021 09 16  1000   59473   36000    0        2.2      357.9     6.92e+04
2021 09 16  1100   59473   39600    0        2.2      354.4     9.32e+04
2021 09 16  1200   59473   43200    0        1.9      360.4     9.88e+04
2021 09 16  1300   59473   46800    0        2.0      357.1     8.56e+04
2021 09 16  1400   59473   50400    0        1.8      354.4     9.46e+04
2021 09 16  1500   59473   54000    0        1.6      355.8     9.30e+04
2021 09 16  1600   59473   57600    0        1.1      352.4     9.92e+04
2021 09 16  1700   59473   61200    0        0.8      349.5     7.36e+04
2021 09 16  1800   59473   64800    0        1.5      344.7     5.61e+04
2021 09 16  1900   59473   68400    0        1.5      348.0     1.03e+05
2021 09 16  2000   59473   72000    0        1.5      350.8     8.68e+04
2021 09 16  2100   59473   75600    9    -9999.9    -9999.9    -1.00e+05
2021 09 16  2200   59473   79200    9    -9999.9    -9999.9    -1.00e+05
2021 09 16  2300   59473   82800    9    -9999.9    -9999.9    -1.00e+05
2021 09 17  0000   59474       0    9    -9999.9    -9999.9    -1.00e+05
2021 09 17  0100   59474    3600    9    -9999.9    -9999.9    -1.00e+05
2021 09 17  0200   59474    7200    9    -9999.9    -9999.9    -1.00e+05
2021 09 17  0300   59474   10800    1        1.9      369.1     7.58e+04
2021 09 17  0400   59474   14400    0        4.2      350.1     4.23e+04
2021 09 17  0500   59474   18000    0        1.7      329.4     4.82e+04
2021 09 17  0600   59474   21600    1        0.8      324.2     4.96e+04
