:Product: 202012_ace_swepam_1h.txt
:Issued: 2021 Jan 01 0510 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   Hourly Averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2020 12 03  1200   59186   43200    0        2.1      364.2     2.04e+04
2020 12 03  1300   59186   46800    0        3.2      364.9     1.30e+04
2020 12 03  1400   59186   50400    0        3.2      359.6     1.71e+04
2020 12 03  1500   59186   54000    0        1.2      365.5     3.39e+04
2020 12 03  1600   59186   57600    0        1.2      363.7     3.35e+04
2020 12 03  1700   59186   61200    0        0.7      364.4     8.08e+04
2020 12 03  1800   59186   64800    1        0.5      369.0     1.01e+05
2020 12 03  1900   59186   68400    0        0.6      354.4     5.14e+04
2020 12 03  2000   59186   72000    9    -9999.9    -9999.9    -1.00e+05
2020 12 03  2100   59186   75600    9    -9999.9    -9999.9    -1.00e+05
2020 12 03  2200   59186   79200    0        0.8      355.8     7.83e+04
2020 12 03  2300   59186   82800    0        0.1      405.6     1.03e+05
2020 12 04  0000   59187       0    0        0.5      364.7     6.58e+04
2020 12 04  0100   59187    3600    0        0.6      370.9     5.20e+04
2020 12 04  0200   59187    7200    1        0.7      372.4     5.32e+04
2020 12 04  0300   59187   10800    0        0.7      369.6     5.37e+04
2020 12 04  0400   59187   14400    0        0.4      353.7     4.64e+04
2020 12 04  0500   59187   18000    0        0.5      356.9     4.50e+04
2020 12 04  0600   59187   21600    1        0.5      355.9     4.62e+04
2020 12 04  0700   59187   25200    1        0.4      361.9     5.95e+04
2020 12 04  0800   59187   28800    0        0.0      407.1     1.19e+05
2020 12 04  0900   59187   32400    0        0.2      368.5     9.27e+04
2020 12 04  1000   59187   36000    1        0.3      366.6     7.59e+04
2020 12 04  1100   59187   39600    0        0.2      373.8     7.93e+04
2020 12 04  1200   59187   43200    1        0.6      354.7     4.43e+04
2020 12 04  1300   59187   46800    1        0.2      366.8     8.77e+04
2020 12 04  1400   59187   50400    1        0.5      355.3     5.79e+04
2020 12 04  1500   59187   54000    0        0.3      358.3     6.97e+04
2020 12 04  1600   59187   57600    1        0.1      381.2     1.11e+05
2020 12 04  1700   59187   61200    1        0.1      394.2     1.08e+05
2020 12 04  1800   59187   64800    0        0.1      384.1     9.10e+04
2020 12 04  1900   59187   68400    1        0.0      396.9     1.33e+05
2020 12 04  2000   59187   72000    0        0.1      331.2     9.28e+04
2020 12 04  2100   59187   75600    0        0.1      348.2     1.18e+05
2020 12 04  2200   59187   79200    1        0.2      363.8     1.35e+05
2020 12 04  2300   59187   82800    0        0.6      341.8     7.83e+04
2020 12 05  0000   59188       0    0        0.1      342.1     8.49e+04
2020 12 05  0100   59188    3600    1        0.1      368.5     9.53e+04
2020 12 05  0200   59188    7200    0        0.1      352.1     7.57e+04
2020 12 05  0300   59188   10800    0        0.1      370.9     8.53e+04
2020 12 05  0400   59188   14400    1        0.1      365.9     7.64e+04
2020 12 05  0500   59188   18000    0        0.4      343.7     7.82e+04
2020 12 05  0600   59188   21600    0        0.8      364.8     5.77e+04
2020 12 05  0700   59188   25200    0        1.1      344.2     4.52e+04
2020 12 05  0800   59188   28800    0        0.4      329.1     3.24e+04
2020 12 05  0900   59188   32400    0        1.2      339.8     2.73e+04
2020 12 05  1000   59188   36000    1        1.1      368.9     7.23e+04
2020 12 05  1100   59188   39600    0        1.4      386.7     8.31e+04
2020 12 05  1200   59188   43200    0        3.1      397.9     5.25e+04
2020 12 05  1300   59188   46800    0        2.7      383.2     4.84e+04
2020 12 05  1400   59188   50400    0        3.4      381.0     7.24e+04
2020 12 05  1500   59188   54000    0        5.2      377.6     5.40e+04
2020 12 05  1600   59188   57600    0        5.8      375.6     6.59e+04
2020 12 05  1700   59188   61200    0        7.9      370.0     3.48e+04
2020 12 05  1800   59188   64800    0        5.4      370.8     4.16e+04
2020 12 05  1900   59188   68400    0        4.0      370.4     4.59e+04
2020 12 05  2000   59188   72000    9    -9999.9    -9999.9    -1.00e+05
2020 12 05  2100   59188   75600    9    -9999.9    -9999.9    -1.00e+05
2020 12 05  2200   59188   79200    9    -9999.9    -9999.9    -1.00e+05
2020 12 05  2300   59188   82800    0        4.8      362.7     2.35e+04
2020 12 06  0000   59189       0    0        4.5      358.5     2.57e+04
2020 12 06  0100   59189    3600    0        2.2      355.7     3.08e+04
2020 12 06  0200   59189    7200    0        2.0      356.0     5.26e+04
2020 12 06  0300   59189   10800    0        2.7      348.2     5.12e+04
2020 12 06  0400   59189   14400    0        4.0      349.2     3.33e+04
2020 12 06  0500   59189   18000    0        2.3      343.5     3.46e+04
2020 12 06  0600   59189   21600    0        2.3      348.7     3.08e+04
2020 12 06  0700   59189   25200    0        4.7      352.7     2.52e+04
2020 12 06  0800   59189   28800    0        5.3      352.3     2.51e+04
2020 12 06  0900   59189   32400    0        3.7      351.6     2.71e+04
2020 12 06  1000   59189   36000    0        2.6      352.6     3.56e+04
2020 12 06  1100   59189   39600    0        3.0      359.4     4.04e+04
2020 12 06  1200   59189   43200    0        3.8      379.0     3.71e+04
2020 12 06  1300   59189   46800    0        4.0      375.8     3.03e+04
2020 12 06  1400   59189   50400    0        4.5      374.0     3.42e+04
2020 12 06  1500   59189   54000    0        4.7      372.4     4.36e+04
2020 12 06  1600   59189   57600    0        5.1      375.8     4.37e+04
2020 12 06  1700   59189   61200    0        5.1      369.0     4.43e+04
2020 12 06  1800   59189   64800    0        5.6      367.3     4.11e+04
2020 12 06  1900   59189   68400    3    -9999.9    -9999.9    -1.00e+05
2020 12 06  2000   59189   72000    0        4.3      364.0     5.12e+04
2020 12 06  2100   59189   75600    9    -9999.9    -9999.9    -1.00e+05
2020 12 06  2200   59189   79200    1        1.8      391.1     1.64e+05
2020 12 06  2300   59189   82800    0        2.1      380.0     1.73e+05
2020 12 07  0000   59190       0    1        2.7      377.3     1.52e+05
2020 12 07  0100   59190    3600    0        2.0      386.0     1.65e+05
2020 12 07  0200   59190    7200    0        1.3      382.9     1.62e+05
2020 12 07  0300   59190   10800    0        1.3      378.0     1.58e+05
2020 12 07  0400   59190   14400    0        1.6      375.2     1.13e+05
2020 12 07  0500   59190   18000    0        1.8      384.7     1.29e+05
2020 12 07  0600   59190   21600    1        1.3      369.2     1.35e+05
2020 12 07  0700   59190   25200    1        1.6      365.3     9.78e+04
2020 12 07  0800   59190   28800    1        1.1      375.7     1.71e+05
2020 12 07  0900   59190   32400    0        1.5      371.9     9.81e+04
2020 12 07  1000   59190   36000    1        1.3      387.9     9.20e+04
2020 12 07  1100   59190   39600    3    -9999.9    -9999.9    -1.00e+05
2020 12 07  1200   59190   43200    9    -9999.9    -9999.9    -1.00e+05
2020 12 07  1300   59190   46800    1        1.8      398.1     1.26e+05
2020 12 07  1400   59190   50400    0        1.4      387.4     1.07e+05
2020 12 07  1500   59190   54000    0        1.6      383.7     1.15e+05
2020 12 07  1600   59190   57600    1        1.6      373.8     1.15e+05
2020 12 07  1700   59190   61200    0        1.2      378.5     1.11e+05
2020 12 07  1800   59190   64800    1        1.2      378.3     9.52e+04
2020 12 07  1900   59190   68400    1        1.2      367.8     7.12e+04
2020 12 07  2000   59190   72000    9    -9999.9    -9999.9    -1.00e+05
2020 12 07  2100   59190   75600    3    -9999.9    -9999.9    -1.00e+05
2020 12 07  2200   59190   79200    0        1.9      360.8     4.24e+04
2020 12 07  2300   59190   82800    0        2.1      350.2     3.38e+04
2020 12 08  0000   59191       0    0        3.5      355.7     2.34e+04
2020 12 08  0100   59191    3600    0        2.9      352.5     2.67e+04
2020 12 08  0200   59191    7200    0        3.3      352.0     2.49e+04
2020 12 08  0300   59191   10800    0        3.0      347.3     2.82e+04
2020 12 08  0400   59191   14400    0        3.1      346.9     3.95e+04
2020 12 08  0500   59191   18000    0        3.2      348.6     3.50e+04
2020 12 08  0600   59191   21600    0        3.5      358.2     2.80e+04
2020 12 08  0700   59191   25200    0        3.4      353.9     3.50e+04
2020 12 08  0800   59191   28800    0        3.5      348.9     3.07e+04
2020 12 08  0900   59191   32400    0        3.9      349.7     3.62e+04
2020 12 08  1000   59191   36000    0        4.8      350.7     3.75e+04
2020 12 08  1100   59191   39600    0        8.5      357.0     2.65e+04
2020 12 08  1200   59191   43200    0        9.8      356.1     2.65e+04
2020 12 08  1300   59191   46800    0        8.1      356.3     2.85e+04
2020 12 08  1400   59191   50400    9    -9999.9    -9999.9    -1.00e+05
2020 12 08  1500   59191   54000    9    -9999.9    -9999.9    -1.00e+05
2020 12 08  1600   59191   57600    9    -9999.9    -9999.9    -1.00e+05
2020 12 08  1700   59191   61200    9    -9999.9    -9999.9    -1.00e+05
2020 12 08  1800   59191   64800    9    -9999.9    -9999.9    -1.00e+05
2020 12 08  1900   59191   68400    9    -9999.9    -9999.9    -1.00e+05
2020 12 08  2000   59191   72000    9    -9999.9    -9999.9    -1.00e+05
2020 12 08  2100   59191   75600    9    -9999.9    -9999.9    -1.00e+05
2020 12 08  2200   59191   79200    0        5.4      366.8     3.76e+04
2020 12 08  2300   59191   82800    0        5.8      361.7     3.84e+04
2020 12 09  0000   59192       0    0        7.5      359.0     5.07e+04
2020 12 09  0100   59192    3600    0       10.0      363.8     3.64e+04
2020 12 09  0200   59192    7200    0       12.0      361.9     2.87e+04
2020 12 09  0300   59192   10800    0       13.9      357.0     3.17e+04
2020 12 09  0400   59192   14400    0       12.9      361.5     3.84e+04
2020 12 09  0500   59192   18000    0        6.7      370.3     6.18e+04
2020 12 09  0600   59192   21600    0        7.6      377.2     8.65e+04
2020 12 09  0700   59192   25200    1        9.7      380.1     8.70e+04
2020 12 09  0800   59192   28800    0        7.6      377.4     8.80e+04
2020 12 09  0900   59192   32400    0        7.1      380.7     9.92e+04
2020 12 09  1000   59192   36000    0        6.0      377.4     1.01e+05
2020 12 09  1100   59192   39600    0        6.2      378.0     1.02e+05
2020 12 09  1200   59192   43200    0        5.5      378.2     7.90e+04
2020 12 09  1300   59192   46800    0        5.9      385.2     1.01e+05
2020 12 09  1400   59192   50400    0        5.2      394.3     8.72e+04
2020 12 09  1500   59192   54000    0        4.2      424.8     1.35e+05
2020 12 09  1600   59192   57600    0        4.5      430.4     1.80e+05
2020 12 09  1700   59192   61200    0        4.2      435.0     1.76e+05
2020 12 09  1800   59192   64800    0        4.0      433.9     1.62e+05
2020 12 09  1900   59192   68400    0        2.8      422.6     1.65e+05
2020 12 09  2000   59192   72000    9    -9999.9    -9999.9    -1.00e+05
2020 12 09  2100   59192   75600    9    -9999.9    -9999.9    -1.00e+05
2020 12 09  2200   59192   79200    0        3.4      434.9     1.19e+05
2020 12 09  2300   59192   82800    0        3.3      440.8     1.01e+05
2020 12 10  0000   59193       0    0        3.3      456.6     1.10e+05
2020 12 10  0100   59193    3600    0        4.7      499.2     2.20e+05
2020 12 10  0200   59193    7200    1        6.5      573.5     3.32e+05
2020 12 10  0300   59193   10800    0        6.5      560.0     3.79e+05
2020 12 10  0400   59193   14400    0        6.3      560.3     3.18e+05
2020 12 10  0500   59193   18000    0        5.6      538.0     3.57e+05
2020 12 10  0600   59193   21600    0        5.2      522.2     2.88e+05
2020 12 10  0700   59193   25200    1        5.6      500.0     2.62e+05
2020 12 10  0800   59193   28800    0        5.0      490.7     2.94e+05
2020 12 10  0900   59193   32400    0        5.1      490.9     2.61e+05
2020 12 10  1000   59193   36000    0        4.9      505.1     2.11e+05
2020 12 10  1100   59193   39600    0        4.1      495.0     1.85e+05
2020 12 10  1200   59193   43200    0        3.5      480.8     1.51e+05
2020 12 10  1300   59193   46800    0        4.1      471.7     1.66e+05
2020 12 10  1400   59193   50400    0        4.4      472.0     1.88e+05
2020 12 10  1500   59193   54000    0        3.1      467.0     1.60e+05
2020 12 10  1600   59193   57600    0        3.3      470.9     1.26e+05
2020 12 10  1700   59193   61200    0        2.8      486.6     1.41e+05
2020 12 10  1800   59193   64800    0        3.0      485.5     1.31e+05
2020 12 10  1900   59193   68400    0        3.1      475.4     1.12e+05
2020 12 10  2000   59193   72000    9    -9999.9    -9999.9    -1.00e+05
2020 12 10  2100   59193   75600    9    -9999.9    -9999.9    -1.00e+05
2020 12 10  2200   59193   79200    1       10.0      446.7     8.63e+04
2020 12 10  2300   59193   82800    9    -9999.9    -9999.9    -1.00e+05
2020 12 11  0000   59194       0    9    -9999.9    -9999.9    -1.00e+05
2020 12 11  0100   59194    3600    9    -9999.9    -9999.9    -1.00e+05
2020 12 11  0200   59194    7200    9    -9999.9    -9999.9    -1.00e+05
2020 12 11  0300   59194   10800    9    -9999.9    -9999.9    -1.00e+05
2020 12 11  0400   59194   14400    9    -9999.9    -9999.9    -1.00e+05
2020 12 11  0500   59194   18000    9    -9999.9    -9999.9    -1.00e+05
2020 12 11  0600   59194   21600    0        1.6      439.9     1.50e+04
2020 12 11  0700   59194   25200    0        1.4      436.4     1.79e+04
2020 12 11  0800   59194   28800    0        1.9      436.8     3.52e+04
2020 12 11  0900   59194   32400    0        0.1      450.9     5.56e+04
2020 12 11  1000   59194   36000    0        0.0      465.5     6.06e+04
2020 12 11  1100   59194   39600    0        0.1      493.1     1.13e+05
2020 12 11  1200   59194   43200    0        0.4      489.8     5.22e+04
2020 12 11  1300   59194   46800    0        0.7      483.4     4.17e+04
2020 12 11  1400   59194   50400    0        1.6      476.7     1.81e+04
2020 12 11  1500   59194   54000    0        2.2      475.5     1.17e+04
2020 12 11  1600   59194   57600    0        2.0      471.2     1.21e+04
2020 12 11  1700   59194   61200    3    -9999.9    -9999.9    -1.00e+05
2020 12 11  1800   59194   64800    0        2.4      465.7     1.45e+04
2020 12 11  1900   59194   68400    0        1.2      478.6     2.64e+04
2020 12 11  2000   59194   72000    9    -9999.9    -9999.9    -1.00e+05
2020 12 11  2100   59194   75600    9    -9999.9    -9999.9    -1.00e+05
2020 12 11  2200   59194   79200    9    -9999.9    -9999.9    -1.00e+05
2020 12 11  2300   59194   82800    9    -9999.9    -9999.9    -1.00e+05
2020 12 12  0000   59195       0    9    -9999.9    -9999.9    -1.00e+05
2020 12 12  0100   59195    3600    9    -9999.9    -9999.9    -1.00e+05
2020 12 12  0200   59195    7200    9    -9999.9    -9999.9    -1.00e+05
2020 12 12  0300   59195   10800    9    -9999.9    -9999.9    -1.00e+05
2020 12 12  0400   59195   14400    9    -9999.9    -9999.9    -1.00e+05
2020 12 12  0500   59195   18000    9    -9999.9    -9999.9    -1.00e+05
2020 12 12  0600   59195   21600    0        2.5      432.1     3.19e+04
2020 12 12  0700   59195   25200    0        2.7      424.0     3.59e+04
2020 12 12  0800   59195   28800    0        1.9      414.8     4.12e+04
2020 12 12  0900   59195   32400    0        0.8      410.1     4.46e+04
2020 12 12  1000   59195   36000    0        2.9      417.7     3.15e+04
2020 12 12  1100   59195   39600    0        4.2      416.5     2.45e+04
2020 12 12  1200   59195   43200    0        4.3      409.9     3.23e+04
2020 12 12  1300   59195   46800    0        5.7      401.9     2.21e+04
2020 12 12  1400   59195   50400    0        4.5      401.2     1.93e+04
2020 12 12  1500   59195   54000    0        5.6      405.4     1.93e+04
2020 12 12  1600   59195   57600    0        6.4      401.8     2.50e+04
2020 12 12  1700   59195   61200    0        7.8      401.5     3.01e+04
2020 12 12  1800   59195   64800    0        8.0      392.8     3.12e+04
2020 12 12  1900   59195   68400    0        4.2      394.5     4.17e+04
2020 12 12  2000   59195   72000    0        8.3      377.3     3.66e+04
2020 12 12  2100   59195   75600    9    -9999.9    -9999.9    -1.00e+05
2020 12 12  2200   59195   79200    9    -9999.9    -9999.9    -1.00e+05
2020 12 12  2300   59195   82800    9    -9999.9    -9999.9    -1.00e+05
2020 12 13  0000   59196       0    9    -9999.9    -9999.9    -1.00e+05
2020 12 13  0100   59196    3600    9    -9999.9    -9999.9    -1.00e+05
2020 12 13  0200   59196    7200    9    -9999.9    -9999.9    -1.00e+05
2020 12 13  0300   59196   10800    9    -9999.9    -9999.9    -1.00e+05
2020 12 13  0400   59196   14400    9    -9999.9    -9999.9    -1.00e+05
2020 12 13  0500   59196   18000    9    -9999.9    -9999.9    -1.00e+05
2020 12 13  0600   59196   21600    0        4.6      368.1     1.69e+04
2020 12 13  0700   59196   25200    0        3.8      368.8     1.94e+04
2020 12 13  0800   59196   28800    0        4.1      362.6     1.44e+04
2020 12 13  0900   59196   32400    0        4.5      358.4     1.21e+04
2020 12 13  1000   59196   36000    0        3.3      364.4     2.95e+04
2020 12 13  1100   59196   39600    0        4.2      356.0     3.18e+04
2020 12 13  1200   59196   43200    0        2.6      366.4     4.78e+04
2020 12 13  1300   59196   46800    0        3.2      351.6     4.05e+04
2020 12 13  1400   59196   50400    0        2.3      348.7     4.45e+04
2020 12 13  1500   59196   54000    0        2.9      347.6     4.69e+04
2020 12 13  1600   59196   57600    0        2.7      347.9     3.56e+04
2020 12 13  1700   59196   61200    0        1.3      348.0     4.97e+04
2020 12 13  1800   59196   64800    0        1.0      347.4     4.02e+04
2020 12 13  1900   59196   68400    0        0.9      336.3     2.56e+04
2020 12 13  2000   59196   72000    9    -9999.9    -9999.9    -1.00e+05
2020 12 13  2100   59196   75600    9    -9999.9    -9999.9    -1.00e+05
2020 12 13  2200   59196   79200    9    -9999.9    -9999.9    -1.00e+05
2020 12 13  2300   59196   82800    0        2.3      346.5     4.26e+04
2020 12 14  0000   59197       0    0        6.9      358.9     3.84e+04
2020 12 14  0100   59197    3600    9    -9999.9    -9999.9    -1.00e+05
2020 12 14  0200   59197    7200    9    -9999.9    -9999.9    -1.00e+05
2020 12 14  0300   59197   10800    9    -9999.9    -9999.9    -1.00e+05
2020 12 14  0400   59197   14400    0        2.3      355.5     3.80e+04
2020 12 14  0500   59197   18000    0        2.5      362.9     3.06e+04
2020 12 14  0600   59197   21600    0        1.7      361.1     5.17e+04
2020 12 14  0700   59197   25200    0        1.5      357.6     6.12e+04
2020 12 14  0800   59197   28800    0        1.4      357.6     7.50e+04
2020 12 14  0900   59197   32400    0        1.9      352.2     6.52e+04
2020 12 14  1000   59197   36000    0        1.6      351.1     5.89e+04
2020 12 14  1100   59197   39600    0        1.9      339.0     4.98e+04
2020 12 14  1200   59197   43200    0        1.8      338.6     5.07e+04
2020 12 14  1300   59197   46800    1        1.6      342.3     5.60e+04
2020 12 14  1400   59197   50400    0        2.0      354.5     4.31e+04
2020 12 14  1500   59197   54000    0        1.9      348.4     3.51e+04
2020 12 14  1600   59197   57600    0        2.6      353.5     3.39e+04
2020 12 14  1700   59197   61200    0        4.8      363.5     3.53e+04
2020 12 14  1800   59197   64800    0        5.0      372.3     3.07e+04
2020 12 14  1900   59197   68400    0        2.1      359.1     4.42e+04
2020 12 14  2000   59197   72000    9    -9999.9    -9999.9    -1.00e+05
2020 12 14  2100   59197   75600    9    -9999.9    -9999.9    -1.00e+05
2020 12 14  2200   59197   79200    0        1.2      352.1     5.21e+04
2020 12 14  2300   59197   82800    0        1.3      352.9     5.13e+04
2020 12 15  0000   59198       0    0        1.4      354.7     5.33e+04
2020 12 15  0100   59198    3600    0        1.6      351.4     5.39e+04
2020 12 15  0200   59198    7200    0        2.1      351.0     4.64e+04
2020 12 15  0300   59198   10800    0        1.7      348.1     4.44e+04
2020 12 15  0400   59198   14400    0        1.4      342.0     4.61e+04
2020 12 15  0500   59198   18000    0        1.7      343.1     5.19e+04
2020 12 15  0600   59198   21600    0        1.2      335.6     3.66e+04
2020 12 15  0700   59198   25200    0        1.0      335.2     3.72e+04
2020 12 15  0800   59198   28800    0        1.1      329.2     3.75e+04
2020 12 15  0900   59198   32400    0        1.3      332.7     3.28e+04
2020 12 15  1000   59198   36000    0        1.4      318.2     3.60e+04
2020 12 15  1100   59198   39600    0        2.0      308.0     2.29e+04
2020 12 15  1200   59198   43200    3    -9999.9    -9999.9    -1.00e+05
2020 12 15  1300   59198   46800    0        2.3      291.4     1.83e+04
2020 12 15  1400   59198   50400    0        3.5      288.9     1.38e+04
2020 12 15  1500   59198   54000    0        3.3      288.2     1.38e+04
2020 12 15  1600   59198   57600    0        3.2      285.2     1.21e+04
2020 12 15  1700   59198   61200    0        3.6      285.5     1.32e+04
2020 12 15  1800   59198   64800    0        2.8      282.0     1.29e+04
2020 12 15  1900   59198   68400    0        2.6      280.6     1.17e+04
2020 12 15  2000   59198   72000    9    -9999.9    -9999.9    -1.00e+05
2020 12 15  2100   59198   75600    9    -9999.9    -9999.9    -1.00e+05
2020 12 15  2200   59198   79200    9    -9999.9    -9999.9    -1.00e+05
2020 12 15  2300   59198   82800    9    -9999.9    -9999.9    -1.00e+05
2020 12 16  0000   59199       0    0        3.3      281.5     1.32e+04
2020 12 16  0100   59199    3600    0        3.1      285.9     1.28e+04
2020 12 16  0200   59199    7200    0        3.6      287.5     1.23e+04
2020 12 16  0300   59199   10800    0        3.9      286.2     1.12e+04
2020 12 16  0400   59199   14400    0        4.4      284.9     1.08e+04
2020 12 16  0500   59199   18000    0        5.4      282.8     1.03e+04
2020 12 16  0600   59199   21600    0        5.6      285.0     1.13e+04
2020 12 16  0700   59199   25200    0        5.6      282.0     1.15e+04
2020 12 16  0800   59199   28800    0        4.7      280.7     1.11e+04
2020 12 16  0900   59199   32400    0        3.9      279.0     1.13e+04
2020 12 16  1000   59199   36000    0        4.2      282.5     1.14e+04
2020 12 16  1100   59199   39600    0        4.3      288.8     1.23e+04
2020 12 16  1200   59199   43200    0        4.4      285.7     1.28e+04
2020 12 16  1300   59199   46800    0        4.1      287.1     1.44e+04
2020 12 16  1400   59199   50400    0        4.0      284.8     1.31e+04
2020 12 16  1500   59199   54000    0        4.7      282.2     1.32e+04
2020 12 16  1600   59199   57600    0        5.3      280.7     1.12e+04
2020 12 16  1700   59199   61200    0        3.9      272.8     1.51e+04
2020 12 16  1800   59199   64800    0        2.4      268.1     1.49e+04
2020 12 16  1900   59199   68400    0        2.4      266.8     1.58e+04
2020 12 16  2000   59199   72000    9    -9999.9    -9999.9    -1.00e+05
2020 12 16  2100   59199   75600    9    -9999.9    -9999.9    -1.00e+05
2020 12 16  2200   59199   79200    0        3.0      278.6     1.45e+04
2020 12 16  2300   59199   82800    0        3.0      275.8     1.68e+04
2020 12 17  0000   59200       0    0        2.7      268.4     2.15e+04
2020 12 17  0100   59200    3600    0        2.9      271.1     2.02e+04
2020 12 17  0200   59200    7200    0        3.2      272.7     1.91e+04
2020 12 17  0300   59200   10800    0        3.2      278.5     1.80e+04
2020 12 17  0400   59200   14400    0        3.7      277.4     2.05e+04
