:Product: 202110_ace_swepam_1h.txt
:Issued: 2021 Nov 01 0510 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   Hourly Averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2021 10 03  0900   59490   32400    0        2.2      397.0     3.65e+04
2021 10 03  1000   59490   36000    0        1.7      397.0     4.09e+04
2021 10 03  1100   59490   39600    0        1.6      390.1     3.52e+04
2021 10 03  1200   59490   43200    0        2.1      386.6     3.88e+04
2021 10 03  1300   59490   46800    0        2.8      385.3     2.95e+04
2021 10 03  1400   59490   50400    0        2.2      384.4     4.11e+04
2021 10 03  1500   59490   54000    0        2.8      382.6     3.61e+04
2021 10 03  1600   59490   57600    0        3.4      383.2     3.34e+04
2021 10 03  1700   59490   61200    0        1.7      396.5     3.38e+04
2021 10 03  1800   59490   64800    0        2.1      392.9     2.65e+04
2021 10 03  1900   59490   68400    0        2.1      385.3     2.06e+04
2021 10 03  2000   59490   72000    0        1.7      382.6     2.25e+04
2021 10 03  2100   59490   75600    9    -9999.9    -9999.9    -1.00e+05
2021 10 03  2200   59490   79200    9    -9999.9    -9999.9    -1.00e+05
2021 10 03  2300   59490   82800    9    -9999.9    -9999.9    -1.00e+05
2021 10 04  0000   59491       0    9    -9999.9    -9999.9    -1.00e+05
2021 10 04  0100   59491    3600    9    -9999.9    -9999.9    -1.00e+05
2021 10 04  0200   59491    7200    9    -9999.9    -9999.9    -1.00e+05
2021 10 04  0300   59491   10800    9    -9999.9    -9999.9    -1.00e+05
2021 10 04  0400   59491   14400    9    -9999.9    -9999.9    -1.00e+05
2021 10 04  0500   59491   18000    0        1.4      363.9     3.39e+04
2021 10 04  0600   59491   21600    0        1.4      362.1     3.44e+04
2021 10 04  0700   59491   25200    0        1.3      357.8     3.69e+04
2021 10 04  0800   59491   28800    0        1.3      352.4     3.95e+04
2021 10 04  0900   59491   32400    0        1.1      354.1     3.91e+04
2021 10 04  1000   59491   36000    0        0.7      354.4     4.05e+04
2021 10 04  1100   59491   39600    0        0.8      355.3     4.47e+04
2021 10 04  1200   59491   43200    0        0.7      348.2     4.08e+04
2021 10 04  1300   59491   46800    0        0.5      341.0     3.74e+04
2021 10 04  1400   59491   50400    0        0.5      335.1     3.20e+04
2021 10 04  1500   59491   54000    0        0.8      333.0     3.34e+04
2021 10 04  1600   59491   57600    0        0.9      335.6     3.57e+04
2021 10 04  1700   59491   61200    0        1.3      337.2     4.09e+04
2021 10 04  1800   59491   64800    0        1.5      330.3     2.57e+04
2021 10 04  1900   59491   68400    0        1.4      326.5     3.81e+04
2021 10 04  2000   59491   72000    0        1.5      324.6     4.52e+04
2021 10 04  2100   59491   75600    9    -9999.9    -9999.9    -1.00e+05
2021 10 04  2200   59491   79200    9    -9999.9    -9999.9    -1.00e+05
2021 10 04  2300   59491   82800    0        1.4      316.5     1.87e+04
2021 10 05  0000   59492       0    0        1.4      312.4     1.91e+04
2021 10 05  0100   59492    3600    0        1.6      314.6     1.63e+04
2021 10 05  0200   59492    7200    0        1.5      304.9     1.46e+04
2021 10 05  0300   59492   10800    0        0.8      304.8     1.24e+04
2021 10 05  0400   59492   14400    0        0.9      302.3     1.20e+04
2021 10 05  0500   59492   18000    0        0.9      292.8     1.08e+04
2021 10 05  0600   59492   21600    0        1.0      289.7     1.47e+04
2021 10 05  0700   59492   25200    0        0.9      286.5     1.48e+04
2021 10 05  0800   59492   28800    1        0.5      284.2     1.62e+04
2021 10 05  0900   59492   32400    0        0.5      283.4     2.31e+04
2021 10 05  1000   59492   36000    1        0.5      283.2     1.35e+04
2021 10 05  1100   59492   39600    1        0.5      287.0     1.14e+04
2021 10 05  1200   59492   43200    0        0.5      286.0     2.13e+04
2021 10 05  1300   59492   46800    0        2.0      301.3     2.35e+04
2021 10 05  1400   59492   50400    0        3.3      302.5     1.81e+04
2021 10 05  1500   59492   54000    0        3.0      305.1     1.99e+04
2021 10 05  1600   59492   57600    0        3.1      300.9     1.60e+04
2021 10 05  1700   59492   61200    0        2.8      294.8     1.61e+04
2021 10 05  1800   59492   64800    0        2.4      294.5     1.77e+04
2021 10 05  1900   59492   68400    0        2.4      291.0     1.54e+04
2021 10 05  2000   59492   72000    0        1.9      296.0     1.64e+04
2021 10 05  2100   59492   75600    0        1.8      300.2     1.73e+04
2021 10 05  2200   59492   79200    0        2.8      302.0     1.53e+04
2021 10 05  2300   59492   82800    0        3.6      301.7     1.41e+04
2021 10 06  0000   59493       0    0        4.0      301.9     1.51e+04
2021 10 06  0100   59493    3600    0        4.1      302.2     1.40e+04
2021 10 06  0200   59493    7200    0        9.6      316.8     2.38e+04
2021 10 06  0300   59493   10800    0        7.8      318.5     2.50e+04
2021 10 06  0400   59493   14400    0       10.2      318.0     2.33e+04
2021 10 06  0500   59493   18000    0       12.9      319.7     3.09e+04
2021 10 06  0600   59493   21600    0        9.3      326.7     3.46e+04
2021 10 06  0700   59493   25200    0       10.2      324.7     3.18e+04
2021 10 06  0800   59493   28800    0        8.1      317.5     3.66e+04
2021 10 06  0900   59493   32400    0        4.1      324.8     3.60e+04
2021 10 06  1000   59493   36000    0        2.4      326.4     3.40e+04
2021 10 06  1100   59493   39600    0        2.5      324.4     2.14e+04
2021 10 06  1200   59493   43200    0        4.0      321.3     2.32e+04
2021 10 06  1300   59493   46800    0        3.9      321.5     3.25e+04
2021 10 06  1400   59493   50400    0        1.7      322.3     2.82e+04
2021 10 06  1500   59493   54000    1        0.8      321.3     3.50e+04
2021 10 06  1600   59493   57600    9    -9999.9    -9999.9    -1.00e+05
2021 10 06  1700   59493   61200    9    -9999.9    -9999.9    -1.00e+05
2021 10 06  1800   59493   64800    9    -9999.9    -9999.9    -1.00e+05
2021 10 06  1900   59493   68400    9    -9999.9    -9999.9    -1.00e+05
2021 10 06  2000   59493   72000    9    -9999.9    -9999.9    -1.00e+05
2021 10 06  2100   59493   75600    9    -9999.9    -9999.9    -1.00e+05
2021 10 06  2200   59493   79200    9    -9999.9    -9999.9    -1.00e+05
2021 10 06  2300   59493   82800    9    -9999.9    -9999.9    -1.00e+05
2021 10 07  0000   59494       0    0        2.1      297.9     1.35e+04
2021 10 07  0100   59494    3600    0        1.9      298.0     1.34e+04
2021 10 07  0200   59494    7200    0        2.0      291.0     1.34e+04
2021 10 07  0300   59494   10800    0        2.3      298.9     2.12e+04
2021 10 07  0400   59494   14400    0        1.8      314.8     2.34e+04
2021 10 07  0500   59494   18000    0        0.2      354.6     8.30e+04
2021 10 07  0600   59494   21600    0        0.1      352.3     6.02e+04
2021 10 07  0700   59494   25200    1        0.2      347.3     7.49e+04
2021 10 07  0800   59494   28800    0        0.8      352.7     1.35e+05
2021 10 07  0900   59494   32400    0        0.5      345.6     1.32e+05
2021 10 07  1000   59494   36000    0        0.7      361.1     1.30e+05
2021 10 07  1100   59494   39600    0        1.6      360.6     9.39e+04
2021 10 07  1200   59494   43200    0        0.8      347.1     6.44e+04
2021 10 07  1300   59494   46800    1        0.7      339.1     6.95e+04
2021 10 07  1400   59494   50400    1        0.4      329.1     7.19e+04
2021 10 07  1500   59494   54000    0        1.1      321.5     5.28e+04
2021 10 07  1600   59494   57600    0        1.2      314.2     5.49e+04
2021 10 07  1700   59494   61200    0        1.4      311.2     5.27e+04
2021 10 07  1800   59494   64800    0        1.2      317.4     5.32e+04
2021 10 07  1900   59494   68400    0        1.1      319.3     3.86e+04
2021 10 07  2000   59494   72000    0        1.3      312.1     4.63e+04
2021 10 07  2100   59494   75600    0        5.3      309.6     3.61e+04
2021 10 07  2200   59494   79200    0        1.2      308.5     3.09e+04
2021 10 07  2300   59494   82800    0        1.2      307.6     2.76e+04
2021 10 08  0000   59495       0    0        0.9      304.6     2.64e+04
2021 10 08  0100   59495    3600    1        1.2      305.2     1.78e+04
2021 10 08  0200   59495    7200    1        0.6      306.6     2.02e+04
2021 10 08  0300   59495   10800    0        0.8      302.6     1.85e+04
2021 10 08  0400   59495   14400    0        0.8      297.8     1.51e+04
2021 10 08  0500   59495   18000    0        0.7      299.5     1.72e+04
2021 10 08  0600   59495   21600    1        0.8      291.1     1.83e+04
2021 10 08  0700   59495   25200    0        0.7      296.3     2.33e+04
2021 10 08  0800   59495   28800    0        1.4      292.7     1.44e+04
2021 10 08  0900   59495   32400    0        1.1      288.0     1.34e+04
2021 10 08  1000   59495   36000    0        1.5      288.4     1.21e+04
2021 10 08  1100   59495   39600    1        1.4      287.3     1.25e+04
2021 10 08  1200   59495   43200    0        1.8      292.0     1.98e+04
2021 10 08  1300   59495   46800    0        1.1      291.0     1.71e+04
2021 10 08  1400   59495   50400    0        1.3      288.1     1.65e+04
2021 10 08  1500   59495   54000    1        1.1      285.0     1.94e+04
2021 10 08  1600   59495   57600    1        1.2      281.9     1.10e+04
2021 10 08  1700   59495   61200    0        1.5      284.1     1.08e+04
2021 10 08  1800   59495   64800    0        1.8      285.3     1.13e+04
2021 10 08  1900   59495   68400    1        1.8      284.2     1.15e+04
2021 10 08  2000   59495   72000    0        1.4      282.2     1.19e+04
2021 10 08  2100   59495   75600    0        1.4      286.3     1.25e+04
2021 10 08  2200   59495   79200    1        1.5      286.3     1.22e+04
2021 10 08  2300   59495   82800    1        1.0      285.6     1.21e+04
2021 10 09  0000   59496       0    0        1.9      289.0     1.90e+04
2021 10 09  0100   59496    3600    0        2.2      289.4     2.11e+04
2021 10 09  0200   59496    7200    1        1.3      284.1     1.67e+04
2021 10 09  0300   59496   10800    0        0.9      284.7     1.48e+04
2021 10 09  0400   59496   14400    1        1.0      290.5     1.69e+04
2021 10 09  0500   59496   18000    0        1.3      290.9     1.39e+04
2021 10 09  0600   59496   21600    0        1.6      290.0     1.48e+04
2021 10 09  0700   59496   25200    0        1.8      286.1     1.62e+04
2021 10 09  0800   59496   28800    0        5.0      273.6     1.39e+04
2021 10 09  0900   59496   32400    0        0.6      271.1     1.82e+04
2021 10 09  1000   59496   36000    0        0.4      282.5     2.97e+04
2021 10 09  1100   59496   39600    0        0.7      285.6     1.64e+04
2021 10 09  1200   59496   43200    0        1.1      290.6     2.00e+04
2021 10 09  1300   59496   46800    0        2.4      295.5     1.46e+04
2021 10 09  1400   59496   50400    0        1.6      295.9     1.32e+04
2021 10 09  1500   59496   54000    1        2.5      295.3     1.35e+04
2021 10 09  1600   59496   57600    0        2.7      292.5     1.25e+04
2021 10 09  1700   59496   61200    0        3.2      289.7     1.02e+04
2021 10 09  1800   59496   64800    0        4.1      289.9     1.01e+04
2021 10 09  1900   59496   68400    0        2.9      290.1    -1.00e+05
2021 10 09  2000   59496   72000    0        2.3      290.6     1.07e+04
2021 10 09  2100   59496   75600    0        2.5      290.6     1.16e+04
2021 10 09  2200   59496   79200    0        1.9      295.6     1.27e+04
2021 10 09  2300   59496   82800    0        1.7      294.1     1.21e+04
2021 10 10  0000   59497       0    0        2.2      294.9     1.22e+04
2021 10 10  0100   59497    3600    0        4.5      297.6     1.37e+04
2021 10 10  0200   59497    7200    1        5.9      301.1     2.91e+04
2021 10 10  0300   59497   10800    1        4.0      304.8     3.88e+04
2021 10 10  0400   59497   14400    0        4.6      300.3     4.43e+04
2021 10 10  0500   59497   18000    0        6.0      307.0     2.33e+04
2021 10 10  0600   59497   21600    0        8.1      303.5     1.90e+04
2021 10 10  0700   59497   25200    0        8.7      298.1     1.50e+04
2021 10 10  0800   59497   28800    0       10.5      295.0     1.73e+04
2021 10 10  0900   59497   32400    0       10.2      296.7     2.08e+04
2021 10 10  1000   59497   36000    0        9.2      295.0     2.06e+04
2021 10 10  1100   59497   39600    0       10.4      294.8     2.35e+04
2021 10 10  1200   59497   43200    0        9.8      295.8     1.85e+04
2021 10 10  1300   59497   46800    0        6.0      305.9     2.42e+04
2021 10 10  1400   59497   50400    0        5.2      311.9     3.52e+04
2021 10 10  1500   59497   54000    9    -9999.9    -9999.9    -1.00e+05
2021 10 10  1600   59497   57600    0        5.3      304.2     4.57e+04
2021 10 10  1700   59497   61200    0        6.2      309.3     4.00e+04
2021 10 10  1800   59497   64800    0        7.0      317.8     5.21e+04
2021 10 10  1900   59497   68400    0        3.5      336.2     6.36e+04
2021 10 10  2000   59497   72000    0        3.9      343.2     6.73e+04
2021 10 10  2100   59497   75600    0        7.0      339.1     5.46e+04
2021 10 10  2200   59497   79200    0        3.8      335.2     5.80e+04
2021 10 10  2300   59497   82800    0        3.2      340.7     7.60e+04
2021 10 11  0000   59498       0    0        3.1      345.0     6.89e+04
2021 10 11  0100   59498    3600    0        3.5      358.3     9.41e+04
2021 10 11  0200   59498    7200    0        4.7      358.4     7.53e+04
2021 10 11  0300   59498   10800    0        4.3      381.7     1.15e+05
2021 10 11  0400   59498   14400    0        4.1      395.2     1.31e+05
2021 10 11  0500   59498   18000    0        3.6      397.2     1.40e+05
2021 10 11  0600   59498   21600    1        3.8      384.3     1.09e+05
2021 10 11  0700   59498   25200    0        3.6      391.2     1.04e+05
2021 10 11  0800   59498   28800    0        4.4      401.1     1.12e+05
2021 10 11  0900   59498   32400    0        3.3      388.0     9.47e+04
2021 10 11  1000   59498   36000    0        4.6      392.8     9.26e+04
2021 10 11  1100   59498   39600    0        3.2      397.5     8.87e+04
2021 10 11  1200   59498   43200    0        2.8      386.9     7.98e+04
2021 10 11  1300   59498   46800    0        2.8      390.3     8.91e+04
2021 10 11  1400   59498   50400    0        2.1      381.9     6.69e+04
2021 10 11  1500   59498   54000    9    -9999.9    -9999.9    -1.00e+05
2021 10 11  1600   59498   57600    9    -9999.9    -9999.9    -1.00e+05
2021 10 11  1700   59498   61200    0        1.9      378.0     4.59e+04
2021 10 11  1800   59498   64800    0        1.4      374.0     3.53e+04
2021 10 11  1900   59498   68400    0        1.5      375.6     4.11e+04
2021 10 11  2000   59498   72000    0        1.1      377.5     3.71e+04
2021 10 11  2100   59498   75600    0        1.3      374.0     3.64e+04
2021 10 11  2200   59498   79200    0        1.6      367.9     3.85e+04
2021 10 11  2300   59498   82800    0        1.9      368.6     4.47e+04
2021 10 12  0000   59499       0    0        1.9      369.8     3.25e+04
2021 10 12  0100   59499    3600    0        4.0      398.6     9.96e+04
2021 10 12  0200   59499    7200    1        6.8      447.0     1.97e+05
2021 10 12  0300   59499   10800    0       16.8      442.6     1.82e+05
2021 10 12  0400   59499   14400    9    -9999.9    -9999.9    -1.00e+05
2021 10 12  0500   59499   18000    0        4.0      462.9     2.05e+05
2021 10 12  0600   59499   21600    0        2.5      463.9     2.76e+05
2021 10 12  0700   59499   25200    0        3.7      466.6     1.72e+05
2021 10 12  0800   59499   28800    0        8.5      458.3     1.45e+05
2021 10 12  0900   59499   32400    0       21.6      455.2     8.32e+04
2021 10 12  1000   59499   36000    0       10.5      450.2     1.50e+05
2021 10 12  1100   59499   39600    0       10.1      452.0     1.26e+05
2021 10 12  1200   59499   43200    0       16.2      455.1     1.00e+05
2021 10 12  1300   59499   46800    3    -9999.9    -9999.9    -1.00e+05
2021 10 12  1400   59499   50400    0       25.8      467.1     5.67e+04
2021 10 12  1500   59499   54000    0       13.6      481.3     5.52e+04
2021 10 12  1600   59499   57600    0       15.9      466.5     3.64e+04
2021 10 12  1700   59499   61200    0        7.7      444.7     6.75e+04
2021 10 12  1800   59499   64800    0       15.0      464.0     4.04e+04
2021 10 12  1900   59499   68400    0       17.8      458.2     2.73e+04
2021 10 12  2000   59499   72000    0       14.3      448.3     1.95e+04
2021 10 12  2100   59499   75600    9    -9999.9    -9999.9    -1.00e+05
2021 10 12  2200   59499   79200    9    -9999.9    -9999.9    -1.00e+05
2021 10 12  2300   59499   82800    0        6.1      453.2     1.06e+04
2021 10 13  0000   59500       0    0        6.8      450.7     1.10e+04
2021 10 13  0100   59500    3600    0        5.8      447.9     1.11e+04
2021 10 13  0200   59500    7200    0        5.2      449.2     1.35e+04
2021 10 13  0300   59500   10800    0        3.9      446.4     1.29e+04
2021 10 13  0400   59500   14400    0        2.7      443.3     1.51e+04
2021 10 13  0500   59500   18000    3    -9999.9    -9999.9    -1.00e+05
2021 10 13  0600   59500   21600    0        2.7      437.8     2.17e+04
2021 10 13  0700   59500   25200    0        2.8      436.5     1.69e+04
2021 10 13  0800   59500   28800    0        2.9      428.8     2.37e+04
2021 10 13  0900   59500   32400    0        2.1      425.6     2.56e+04
2021 10 13  1000   59500   36000    0        1.8      420.6     3.21e+04
2021 10 13  1100   59500   39600    0        2.2      418.1     2.94e+04
2021 10 13  1200   59500   43200    0        1.9      415.1     3.91e+04
2021 10 13  1300   59500   46800    0        1.8      415.7     4.45e+04
2021 10 13  1400   59500   50400    0        3.2      408.0     1.54e+04
2021 10 13  1500   59500   54000    0        3.3      403.4     1.56e+04
2021 10 13  1600   59500   57600    0        1.7      411.1     4.40e+04
2021 10 13  1700   59500   61200    0        1.1      409.2     5.49e+04
2021 10 13  1800   59500   64800    0        1.1      413.4     5.12e+04
2021 10 13  1900   59500   68400    0        0.9      405.4     3.31e+04
2021 10 13  2000   59500   72000    0        2.1      399.0     1.83e+04
2021 10 13  2100   59500   75600    0        2.1      395.1     2.14e+04
2021 10 13  2200   59500   79200    0        2.2      387.0     2.36e+04
2021 10 13  2300   59500   82800    0        4.1      399.7     3.16e+04
2021 10 14  0000   59501       0    0        3.4      392.4     3.31e+04
2021 10 14  0100   59501    3600    0        2.4      393.0     2.88e+04
2021 10 14  0200   59501    7200    0        4.8      395.9     2.52e+04
2021 10 14  0300   59501   10800    0        3.8      393.3     3.23e+04
2021 10 14  0400   59501   14400    0        4.3      398.7     4.37e+04
2021 10 14  0500   59501   18000    0        4.2      397.2     4.29e+04
2021 10 14  0600   59501   21600    0        4.8      394.9     3.90e+04
2021 10 14  0700   59501   25200    0        4.3      391.8     3.40e+04
2021 10 14  0800   59501   28800    0        4.6      387.7     3.27e+04
2021 10 14  0900   59501   32400    0        2.8      379.7     3.44e+04
2021 10 14  1000   59501   36000    0        1.3      385.4     3.43e+04
2021 10 14  1100   59501   39600    0        1.4      383.2     2.72e+04
2021 10 14  1200   59501   43200    0        0.7      378.5     4.51e+04
2021 10 14  1300   59501   46800    1        0.3      384.7     5.13e+04
2021 10 14  1400   59501   50400    0        1.1      381.0     4.09e+04
2021 10 14  1500   59501   54000    0        1.8      379.8     2.80e+04
2021 10 14  1600   59501   57600    0        1.0      377.6     3.28e+04
2021 10 14  1700   59501   61200    0        2.4      378.8     3.12e+04
2021 10 14  1800   59501   64800    0        7.6      378.6     1.74e+04
2021 10 14  1900   59501   68400    0        6.2      379.5     2.56e+04
2021 10 14  2000   59501   72000    0        6.4      380.0     2.77e+04
2021 10 14  2100   59501   75600    0        6.2      382.7     3.15e+04
2021 10 14  2200   59501   79200    0        8.4      377.0     2.30e+04
2021 10 14  2300   59501   82800    0        7.2      370.8     3.41e+04
2021 10 15  0000   59502       0    0        3.3      376.3     5.25e+04
2021 10 15  0100   59502    3600    0        3.6      377.2     5.44e+04
2021 10 15  0200   59502    7200    0        3.7      382.6     5.76e+04
2021 10 15  0300   59502   10800    0        3.7      389.3     6.32e+04
2021 10 15  0400   59502   14400    0        4.1      382.5     6.18e+04
2021 10 15  0500   59502   18000    0        3.6      377.3     5.52e+04
2021 10 15  0600   59502   21600    0        4.0      382.4     6.56e+04
2021 10 15  0700   59502   25200    0        3.4      375.9     5.55e+04
2021 10 15  0800   59502   28800    0        4.2      379.2     5.86e+04
2021 10 15  0900   59502   32400    0        5.1      369.1     4.02e+04
2021 10 15  1000   59502   36000    0        4.6      358.5     3.42e+04
2021 10 15  1100   59502   39600    0        3.9      353.1     3.56e+04
2021 10 15  1200   59502   43200    0        3.3      346.3     3.75e+04
2021 10 15  1300   59502   46800    0        3.4      347.4     3.50e+04
2021 10 15  1400   59502   50400    0        3.6      350.0     3.41e+04
2021 10 15  1500   59502   54000    0        3.9      351.2     3.17e+04
2021 10 15  1600   59502   57600    0        3.9      353.0     3.22e+04
2021 10 15  1700   59502   61200    0        4.5      357.3     3.29e+04
2021 10 15  1800   59502   64800    0        3.3      351.0     4.25e+04
2021 10 15  1900   59502   68400    0        2.6      356.4     4.93e+04
2021 10 15  2000   59502   72000    1        1.9      358.2     5.52e+04
2021 10 15  2100   59502   75600    0        0.8      349.5     6.65e+04
2021 10 15  2200   59502   79200    0        1.0      357.2     6.49e+04
2021 10 15  2300   59502   82800    0        0.7      335.7     1.12e+05
2021 10 16  0000   59503       0    0        1.8      360.3     5.97e+04
2021 10 16  0100   59503    3600    0        4.5      381.9     6.36e+04
2021 10 16  0200   59503    7200    0        5.6      362.8     7.04e+04
2021 10 16  0300   59503   10800    0        5.4      369.5     8.18e+04
2021 10 16  0400   59503   14400    0        5.1      371.5     7.81e+04
2021 10 16  0500   59503   18000    0        6.1      388.9     6.17e+04
2021 10 16  0600   59503   21600    0        6.8      395.2     5.92e+04
2021 10 16  0700   59503   25200    3    -9999.9    -9999.9    -1.00e+05
2021 10 16  0800   59503   28800    0        8.7      413.7     3.56e+04
2021 10 16  0900   59503   32400    0        6.9      405.2     3.44e+04
2021 10 16  1000   59503   36000    0        7.0      394.2     3.75e+04
2021 10 16  1100   59503   39600    0        7.4      394.9     4.11e+04
2021 10 16  1200   59503   43200    0        7.1      395.6     3.94e+04
2021 10 16  1300   59503   46800    9    -9999.9    -9999.9    -1.00e+05
2021 10 16  1400   59503   50400    0        7.1      390.6     3.37e+04
2021 10 16  1500   59503   54000    0       15.3      389.9     2.22e+04
2021 10 16  1600   59503   57600    0       10.9      384.0     1.17e+04
2021 10 16  1700   59503   61200    0        4.8      383.0     2.04e+04
2021 10 16  1800   59503   64800    0        5.1      382.0     2.04e+04
2021 10 16  1900   59503   68400    0        3.0      382.9     2.60e+04
2021 10 16  2000   59503   72000    1        1.8      383.9     4.41e+04
2021 10 16  2100   59503   75600    9    -9999.9    -9999.9    -1.00e+05
2021 10 16  2200   59503   79200    9    -9999.9    -9999.9    -1.00e+05
2021 10 16  2300   59503   82800    9    -9999.9    -9999.9    -1.00e+05
2021 10 17  0000   59504       0    9    -9999.9    -9999.9    -1.00e+05
2021 10 17  0100   59504    3600    9    -9999.9    -9999.9    -1.00e+05
2021 10 17  0200   59504    7200    9    -9999.9    -9999.9    -1.00e+05
2021 10 17  0300   59504   10800    9    -9999.9    -9999.9    -1.00e+05
2021 10 17  0400   59504   14400    9    -9999.9    -9999.9    -1.00e+05
2021 10 17  0500   59504   18000    0        8.3      374.0     3.37e+04
2021 10 17  0600   59504   21600    0        6.1      373.8     4.76e+04
2021 10 17  0700   59504   25200    0        4.3      375.6     4.66e+04
2021 10 17  0800   59504   28800    0        4.4      367.5     3.93e+04
2021 10 17  0900   59504   32400    0        2.3      364.7     1.88e+04
