:Product: 202203_ace_swepam_1h.txt
:Issued: 2022 Apr 01 0510 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   Hourly Averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2022 03 02  1600   59640   57600    0        3.0      437.5     6.94e+04
2022 03 02  1700   59640   61200    0        2.8      430.0     6.14e+04
2022 03 02  1800   59640   64800    0        2.9      427.1     6.21e+04
2022 03 02  1900   59640   68400    1        2.9      422.3     6.26e+04
2022 03 02  2000   59640   72000    0        3.0      416.1     7.39e+04
2022 03 02  2100   59640   75600    0        2.9      415.6     6.29e+04
2022 03 02  2200   59640   79200    9    -9999.9    -9999.9    -1.00e+05
2022 03 02  2300   59640   82800    9    -9999.9    -9999.9    -1.00e+05
2022 03 03  0000   59641       0    9    -9999.9    -9999.9    -1.00e+05
2022 03 03  0100   59641    3600    9    -9999.9    -9999.9    -1.00e+05
2022 03 03  0200   59641    7200    9    -9999.9    -9999.9    -1.00e+05
2022 03 03  0300   59641   10800    9    -9999.9    -9999.9    -1.00e+05
2022 03 03  0400   59641   14400    9    -9999.9    -9999.9    -1.00e+05
2022 03 03  0500   59641   18000    9    -9999.9    -9999.9    -1.00e+05
2022 03 03  0600   59641   21600    9    -9999.9    -9999.9    -1.00e+05
2022 03 03  0700   59641   25200    1        4.1      374.5     7.05e+04
2022 03 03  0800   59641   28800    0        3.7      371.3     6.40e+04
2022 03 03  0900   59641   32400    0        3.9      367.9     5.88e+04
2022 03 03  1000   59641   36000    0        4.7      367.0     4.38e+04
2022 03 03  1100   59641   39600    0        5.8      374.5     3.51e+04
2022 03 03  1200   59641   43200    0        7.8      374.8     3.87e+04
2022 03 03  1300   59641   46800    0        7.9      371.5     3.47e+04
2022 03 03  1400   59641   50400    0        8.7      365.4     3.11e+04
2022 03 03  1500   59641   54000    0       16.0      368.2     1.99e+04
2022 03 03  1600   59641   57600    0       24.4      374.0     1.75e+04
2022 03 03  1700   59641   61200    0       16.5      379.0     2.80e+04
2022 03 03  1800   59641   64800    0       10.2      382.1     3.98e+04
2022 03 03  1900   59641   68400    0        8.7      383.1     4.45e+04
2022 03 03  2000   59641   72000    0        9.0      397.1     6.56e+04
2022 03 03  2100   59641   75600    0        8.2      407.4     7.21e+04
2022 03 03  2200   59641   79200    9    -9999.9    -9999.9    -1.00e+05
2022 03 03  2300   59641   82800    9    -9999.9    -9999.9    -1.00e+05
2022 03 04  0000   59642       0    9    -9999.9    -9999.9    -1.00e+05
2022 03 04  0100   59642    3600    9    -9999.9    -9999.9    -1.00e+05
2022 03 04  0200   59642    7200    9    -9999.9    -9999.9    -1.00e+05
2022 03 04  0300   59642   10800    0        4.4      431.1     1.50e+05
2022 03 04  0400   59642   14400    0        5.2      433.7     8.48e+04
2022 03 04  0500   59642   18000    3    -9999.9    -9999.9    -1.00e+05
2022 03 04  0600   59642   21600    1       27.6      408.0     1.91e+05
2022 03 04  0700   59642   25200    0        5.2      447.2     1.06e+05
2022 03 04  0800   59642   28800    0        5.2      438.7     1.05e+05
2022 03 04  0900   59642   32400    0        4.6      443.5     1.16e+05
2022 03 04  1000   59642   36000    0        4.5      445.9     1.14e+05
2022 03 04  1100   59642   39600    0        4.3      467.5     1.28e+05
2022 03 04  1200   59642   43200    0        4.0      452.0     1.08e+05
2022 03 04  1300   59642   46800    0        4.7      439.5     1.23e+05
2022 03 04  1400   59642   50400    1        4.4      436.8     1.22e+05
2022 03 04  1500   59642   54000    1        4.1      437.8     9.23e+04
2022 03 04  1600   59642   57600    0        3.7      436.2     1.14e+05
2022 03 04  1700   59642   61200    0        3.0      446.8     8.26e+04
2022 03 04  1800   59642   64800    0        3.8      431.6     9.47e+04
2022 03 04  1900   59642   68400    0        3.6      439.3     1.06e+05
2022 03 04  2000   59642   72000    0        3.8      420.7     1.26e+05
2022 03 04  2100   59642   75600    0        3.6      413.3     1.06e+05
2022 03 04  2200   59642   79200    0        4.6      435.4     8.25e+04
2022 03 04  2300   59642   82800    9    -9999.9    -9999.9    -1.00e+05
2022 03 05  0000   59643       0    9    -9999.9    -9999.9    -1.00e+05
2022 03 05  0100   59643    3600    9    -9999.9    -9999.9    -1.00e+05
2022 03 05  0200   59643    7200    9    -9999.9    -9999.9    -1.00e+05
2022 03 05  0300   59643   10800    9    -9999.9    -9999.9    -1.00e+05
2022 03 05  0400   59643   14400    9    -9999.9    -9999.9    -1.00e+05
2022 03 05  0500   59643   18000    1        3.4      405.6     8.56e+04
2022 03 05  0600   59643   21600    9    -9999.9    -9999.9    -1.00e+05
2022 03 05  0700   59643   25200    0        3.9      461.3     1.55e+05
2022 03 05  0800   59643   28800    0        5.4      467.5     1.65e+05
2022 03 05  0900   59643   32400    0        7.2      459.2     1.33e+05
2022 03 05  1000   59643   36000    0        5.6      493.7     1.51e+05
2022 03 05  1100   59643   39600    0        6.0      489.7     1.71e+05
2022 03 05  1200   59643   43200    0        4.0      481.3     1.76e+05
2022 03 05  1300   59643   46800    0        2.5      475.2     2.36e+05
2022 03 05  1400   59643   50400    1        2.1      480.0     2.83e+05
2022 03 05  1500   59643   54000    1        2.0      489.0     3.47e+05
2022 03 05  1600   59643   57600    0        1.9      497.3     3.52e+05
2022 03 05  1700   59643   61200    0        2.0      529.9     2.95e+05
2022 03 05  1800   59643   64800    1        1.7      528.4     2.88e+05
2022 03 05  1900   59643   68400    0        1.4      551.3     2.81e+05
2022 03 05  2000   59643   72000    1        1.5      578.0     3.87e+05
2022 03 05  2100   59643   75600    1        1.7      578.8     3.71e+05
2022 03 05  2200   59643   79200    1        1.8      570.9     3.55e+05
2022 03 05  2300   59643   82800    1        2.0      569.5     3.21e+05
2022 03 06  0000   59644       0    9    -9999.9    -9999.9    -1.00e+05
2022 03 06  0100   59644    3600    9    -9999.9    -9999.9    -1.00e+05
2022 03 06  0200   59644    7200    9    -9999.9    -9999.9    -1.00e+05
2022 03 06  0300   59644   10800    9    -9999.9    -9999.9    -1.00e+05
2022 03 06  0400   59644   14400    9    -9999.9    -9999.9    -1.00e+05
2022 03 06  0500   59644   18000    9    -9999.9    -9999.9    -1.00e+05
2022 03 06  0600   59644   21600    9    -9999.9    -9999.9    -1.00e+05
2022 03 06  0700   59644   25200    0        1.0      510.4     1.81e+05
2022 03 06  0800   59644   28800    1        1.0      502.3     1.68e+05
2022 03 06  0900   59644   32400    1        0.9      525.3     3.31e+05
2022 03 06  1000   59644   36000    0        0.9      536.5     3.04e+05
2022 03 06  1100   59644   39600    0        0.8      536.4     3.31e+05
2022 03 06  1200   59644   43200    0        0.9      522.7     2.79e+05
2022 03 06  1300   59644   46800    0        0.9      501.6     1.73e+05
2022 03 06  1400   59644   50400    1        0.8      486.4     1.23e+05
2022 03 06  1500   59644   54000    1        0.9      495.8     2.08e+05
2022 03 06  1600   59644   57600    1        0.9      488.0     1.67e+05
2022 03 06  1700   59644   61200    1        1.0      489.0     2.03e+05
2022 03 06  1800   59644   64800    9    -9999.9    -9999.9    -1.00e+05
2022 03 06  1900   59644   68400    9    -9999.9    -9999.9    -1.00e+05
2022 03 06  2000   59644   72000    9    -9999.9    -9999.9    -1.00e+05
2022 03 06  2100   59644   75600    9    -9999.9    -9999.9    -1.00e+05
2022 03 06  2200   59644   79200    9    -9999.9    -9999.9    -1.00e+05
2022 03 06  2300   59644   82800    9    -9999.9    -9999.9    -1.00e+05
2022 03 07  0000   59645       0    9    -9999.9    -9999.9    -1.00e+05
2022 03 07  0100   59645    3600    9    -9999.9    -9999.9    -1.00e+05
2022 03 07  0200   59645    7200    9    -9999.9    -9999.9    -1.00e+05
2022 03 07  0300   59645   10800    9    -9999.9    -9999.9    -1.00e+05
2022 03 07  0400   59645   14400    0        1.3      463.5     9.66e+04
2022 03 07  0500   59645   18000    3    -9999.9    -9999.9    -1.00e+05
2022 03 07  0600   59645   21600    9    -9999.9    -9999.9    -1.00e+05
2022 03 07  0700   59645   25200    0        1.5      454.1     9.14e+04
2022 03 07  0800   59645   28800    0        1.4      449.9     1.06e+05
2022 03 07  0900   59645   32400    0        1.5      449.6     8.30e+04
2022 03 07  1000   59645   36000    0        1.3      489.9     4.56e+04
2022 03 07  1100   59645   39600    0        1.6      462.3     5.34e+04
2022 03 07  1200   59645   43200    0        1.7      456.5     4.16e+04
2022 03 07  1300   59645   46800    0        1.5      456.4     4.56e+04
2022 03 07  1400   59645   50400    0        2.3      446.6     5.19e+04
2022 03 07  1500   59645   54000    0        2.2      439.3     5.22e+04
2022 03 07  1600   59645   57600    0        2.3      440.5     6.61e+04
2022 03 07  1700   59645   61200    0        1.8      457.6     6.93e+04
2022 03 07  1800   59645   64800    0        1.8      451.2     1.18e+05
2022 03 07  1900   59645   68400    1        1.7      450.4     1.10e+05
2022 03 07  2000   59645   72000    0        2.6      467.4     1.01e+05
2022 03 07  2100   59645   75600    0        2.7      466.5     1.14e+05
2022 03 07  2200   59645   79200    0        2.1      471.7     1.31e+05
2022 03 07  2300   59645   82800    0        2.0      474.7     1.10e+05
2022 03 08  0000   59646       0    9    -9999.9    -9999.9    -1.00e+05
2022 03 08  0100   59646    3600    9    -9999.9    -9999.9    -1.00e+05
2022 03 08  0200   59646    7200    9    -9999.9    -9999.9    -1.00e+05
2022 03 08  0300   59646   10800    9    -9999.9    -9999.9    -1.00e+05
2022 03 08  0400   59646   14400    9    -9999.9    -9999.9    -1.00e+05
2022 03 08  0500   59646   18000    0        2.2      430.5     1.06e+05
2022 03 08  0600   59646   21600    9    -9999.9    -9999.9    -1.00e+05
2022 03 08  0700   59646   25200    0        2.6      435.0     6.34e+04
2022 03 08  0800   59646   28800    0        2.9      434.0     5.70e+04
2022 03 08  0900   59646   32400    0        2.8      429.2     5.05e+04
2022 03 08  1000   59646   36000    0        2.4      422.3     5.20e+04
2022 03 08  1100   59646   39600    0        2.5      418.1     5.44e+04
2022 03 08  1200   59646   43200    0        2.7      414.7     5.62e+04
2022 03 08  1300   59646   46800    0        2.5      410.5     6.19e+04
2022 03 08  1400   59646   50400    0        2.7      407.7     5.17e+04
2022 03 08  1500   59646   54000    0        2.9      406.2     5.21e+04
2022 03 08  1600   59646   57600    0        2.8      404.3     4.68e+04
2022 03 08  1700   59646   61200    0        2.8      398.4     5.36e+04
2022 03 08  1800   59646   64800    9    -9999.9    -9999.9    -1.00e+05
2022 03 08  1900   59646   68400    9    -9999.9    -9999.9    -1.00e+05
2022 03 08  2000   59646   72000    3    -9999.9    -9999.9    -1.00e+05
2022 03 08  2100   59646   75600    0        2.3      389.6     4.07e+04
2022 03 08  2200   59646   79200    0        2.3      388.6     3.94e+04
2022 03 08  2300   59646   82800    0        2.1      379.1     4.82e+04
2022 03 09  0000   59647       0    9    -9999.9    -9999.9    -1.00e+05
2022 03 09  0100   59647    3600    9    -9999.9    -9999.9    -1.00e+05
2022 03 09  0200   59647    7200    9    -9999.9    -9999.9    -1.00e+05
2022 03 09  0300   59647   10800    9    -9999.9    -9999.9    -1.00e+05
2022 03 09  0400   59647   14400    9    -9999.9    -9999.9    -1.00e+05
2022 03 09  0500   59647   18000    1        2.4      364.7     9.44e+04
2022 03 09  0600   59647   21600    3    -9999.9    -9999.9    -1.00e+05
2022 03 09  0700   59647   25200    0        9.6      361.8     8.46e+04
2022 03 09  0800   59647   28800    0        1.8      367.0     8.89e+04
2022 03 09  0900   59647   32400    0        1.4      376.4     8.49e+04
2022 03 09  1000   59647   36000    0        1.7      387.0     4.67e+04
2022 03 09  1100   59647   39600    0        1.7      380.5     4.54e+04
2022 03 09  1200   59647   43200    0        1.5      373.0     5.86e+04
2022 03 09  1300   59647   46800    0        1.5      372.3     7.07e+04
2022 03 09  1400   59647   50400    0        1.7      366.7     6.74e+04
2022 03 09  1500   59647   54000    0        1.9      359.1     6.70e+04
2022 03 09  1600   59647   57600    0        2.5      378.5     3.34e+04
2022 03 09  1700   59647   61200    0        2.4      368.6     4.11e+04
2022 03 09  1800   59647   64800    0        2.1      364.6     4.44e+04
2022 03 09  1900   59647   68400    0        2.5      366.6     3.53e+04
2022 03 09  2000   59647   72000    0        1.9      361.8     4.29e+04
2022 03 09  2100   59647   75600    0        1.7      351.6     4.33e+04
2022 03 09  2200   59647   79200    0        2.0      355.2     3.71e+04
2022 03 09  2300   59647   82800    9    -9999.9    -9999.9    -1.00e+05
2022 03 10  0000   59648       0    9    -9999.9    -9999.9    -1.00e+05
2022 03 10  0100   59648    3600    9    -9999.9    -9999.9    -1.00e+05
2022 03 10  0200   59648    7200    9    -9999.9    -9999.9    -1.00e+05
2022 03 10  0300   59648   10800    9    -9999.9    -9999.9    -1.00e+05
2022 03 10  0400   59648   14400    0        3.7      366.5     3.90e+04
2022 03 10  0500   59648   18000    0        4.0      364.2     1.04e+05
2022 03 10  0600   59648   21600    1       25.7      353.0     1.46e+05
2022 03 10  0700   59648   25200    0        6.8      350.1     7.71e+04
2022 03 10  0800   59648   28800    0        4.0      352.5     3.79e+04
2022 03 10  0900   59648   32400    0        4.5      355.1     3.02e+04
2022 03 10  1000   59648   36000    0        5.1      351.8     2.62e+04
2022 03 10  1100   59648   39600    0        4.5      345.0     2.86e+04
2022 03 10  1200   59648   43200    0        4.4      342.0     2.80e+04
2022 03 10  1300   59648   46800    0        3.9      336.7     3.28e+04
2022 03 10  1400   59648   50400    0        3.9      338.8     2.59e+04
2022 03 10  1500   59648   54000    0        6.1      347.1     1.55e+04
2022 03 10  1600   59648   57600    0        7.8      354.4     2.28e+04
2022 03 10  1700   59648   61200    0       14.1      377.0     2.42e+04
2022 03 10  1800   59648   64800    0       16.9      373.7     4.34e+04
2022 03 10  1900   59648   68400    0       11.6      382.4     3.68e+04
2022 03 10  2000   59648   72000    0       11.5      374.2     3.44e+04
2022 03 10  2100   59648   75600    0       14.2      367.1     2.60e+04
2022 03 10  2200   59648   79200    0       14.0      364.9     2.36e+04
2022 03 10  2300   59648   82800    0       18.6      358.7     2.04e+04
2022 03 11  0000   59649       0    0       10.2      352.5     2.86e+04
2022 03 11  0100   59649    3600    9    -9999.9    -9999.9    -1.00e+05
2022 03 11  0200   59649    7200    1       10.5      356.2     2.94e+04
2022 03 11  0300   59649   10800    0        6.9      346.6     3.93e+04
2022 03 11  0400   59649   14400    0        8.4      366.1     9.40e+04
2022 03 11  0500   59649   18000    6        9.2      361.5     8.29e+04
2022 03 11  0600   59649   21600    0       15.8      364.9     1.52e+04
2022 03 11  0700   59649   25200    3    -9999.9    -9999.9    -1.00e+05
2022 03 11  0800   59649   28800    0        4.3      385.5     4.95e+04
2022 03 11  0900   59649   32400    0        9.2      401.6     3.04e+04
2022 03 11  1000   59649   36000    0       10.8      401.8     2.04e+04
2022 03 11  1100   59649   39600    0       16.5      403.1     2.65e+04
2022 03 11  1200   59649   43200    0       14.8      390.2     4.79e+04
2022 03 11  1300   59649   46800    0        4.2      387.0     1.21e+05
2022 03 11  1400   59649   50400    0        4.5      397.2     9.58e+04
2022 03 11  1500   59649   54000    1        4.1      394.8     1.37e+05
2022 03 11  1600   59649   57600    0        4.7      394.0     1.03e+05
2022 03 11  1700   59649   61200    0        4.5      382.8     1.01e+05
2022 03 11  1800   59649   64800    0        5.1      378.0     1.66e+05
2022 03 11  1900   59649   68400    0        4.1      387.7     1.26e+05
2022 03 11  2000   59649   72000    0        3.6      396.1     1.12e+05
2022 03 11  2100   59649   75600    0        4.7      399.1     9.91e+04
2022 03 11  2200   59649   79200    0        4.4      404.0     1.11e+05
2022 03 11  2300   59649   82800    0        4.4      396.5     1.06e+05
2022 03 12  0000   59650       0    0        3.4      391.5     7.10e+04
2022 03 12  0100   59650    3600    9    -9999.9    -9999.9    -1.00e+05
2022 03 12  0200   59650    7200    9    -9999.9    -9999.9    -1.00e+05
2022 03 12  0300   59650   10800    9    -9999.9    -9999.9    -1.00e+05
2022 03 12  0400   59650   14400    0        6.9      396.5     3.34e+04
2022 03 12  0500   59650   18000    0        7.2      394.5     3.15e+04
2022 03 12  0600   59650   21600    0        4.1      392.9     2.34e+04
2022 03 12  0700   59650   25200    0        4.1      397.9     1.75e+04
2022 03 12  0800   59650   28800    0        4.0      401.3     1.35e+04
2022 03 12  0900   59650   32400    0        4.4      394.1     1.83e+04
2022 03 12  1000   59650   36000    0        2.0      377.3     3.52e+04
2022 03 12  1100   59650   39600    0        1.0      373.9     5.02e+04
2022 03 12  1200   59650   43200    0        1.3      375.8     5.38e+04
2022 03 12  1300   59650   46800    0        1.0      377.0     7.25e+04
2022 03 12  1400   59650   50400    0        0.6      378.0     8.49e+04
2022 03 12  1500   59650   54000    0        1.0      367.8     5.42e+04
2022 03 12  1600   59650   57600    0        0.9      370.5     5.56e+04
2022 03 12  1700   59650   61200    9    -9999.9    -9999.9    -1.00e+05
2022 03 12  1800   59650   64800    9    -9999.9    -9999.9    -1.00e+05
2022 03 12  1900   59650   68400    9    -9999.9    -9999.9    -1.00e+05
2022 03 12  2000   59650   72000    9    -9999.9    -9999.9    -1.00e+05
2022 03 12  2100   59650   75600    9    -9999.9    -9999.9    -1.00e+05
2022 03 12  2200   59650   79200    0        1.7      368.6     2.65e+04
2022 03 12  2300   59650   82800    0        1.3      367.7     2.52e+04
2022 03 13  0000   59651       0    0        1.6      365.9     3.14e+04
2022 03 13  0100   59651    3600    9    -9999.9    -9999.9    -1.00e+05
2022 03 13  0200   59651    7200    1        0.6      355.1     7.45e+04
2022 03 13  0300   59651   10800    1        0.4      346.7     1.08e+05
2022 03 13  0400   59651   14400    1        0.4      341.1     7.64e+04
2022 03 13  0500   59651   18000    0        0.7      348.3     5.80e+04
2022 03 13  0600   59651   21600    0        0.9      347.8     5.27e+04
2022 03 13  0700   59651   25200    0        1.1      346.6     5.51e+04
2022 03 13  0800   59651   28800    0        1.4      344.4     4.82e+04
2022 03 13  0900   59651   32400    0        1.3      350.4     4.59e+04
2022 03 13  1000   59651   36000    1        8.1      526.7     3.03e+05
2022 03 13  1100   59651   39600    0       17.3      506.7     2.38e+05
2022 03 13  1200   59651   43200    0       22.9      458.1     1.63e+05
2022 03 13  1300   59651   46800    3    -9999.9    -9999.9    -1.00e+05
2022 03 13  1400   59651   50400    0       10.8      472.7     2.78e+05
2022 03 13  1500   59651   54000    0        9.0      470.9     2.12e+05
2022 03 13  1600   59651   57600    0        9.3      490.4     3.61e+05
2022 03 13  1700   59651   61200    0        4.3      459.7     2.57e+05
2022 03 13  1800   59651   64800    0        2.9      460.0     3.13e+05
2022 03 13  1900   59651   68400    0        9.3      467.3     1.02e+05
2022 03 13  2000   59651   72000    0        8.9      465.5     1.57e+05
2022 03 13  2100   59651   75600    0       14.5      451.3     5.17e+04
2022 03 13  2200   59651   79200    0        3.0      454.1     8.68e+04
2022 03 13  2300   59651   82800    1        2.0      448.5     9.85e+04
2022 03 14  0000   59652       0    0        1.8      449.0     7.78e+04
2022 03 14  0100   59652    3600    9    -9999.9    -9999.9    -1.00e+05
2022 03 14  0200   59652    7200    0        3.6      445.8     4.71e+04
2022 03 14  0300   59652   10800    0        3.6      438.0     3.30e+04
2022 03 14  0400   59652   14400    0        5.2      431.4     2.33e+04
2022 03 14  0500   59652   18000    0        5.8      427.0     2.20e+04
2022 03 14  0600   59652   21600    0        9.7      425.1     1.41e+04
2022 03 14  0700   59652   25200    0       14.0      421.7     1.37e+04
2022 03 14  0800   59652   28800    0       13.1      418.0     1.65e+04
2022 03 14  0900   59652   32400    0       10.4      418.9     1.05e+04
2022 03 14  1000   59652   36000    1        8.6      423.3    -1.00e+05
2022 03 14  1100   59652   39600    0        9.1      422.7    -1.00e+05
2022 03 14  1200   59652   43200    0        8.9      415.9     1.58e+04
2022 03 14  1300   59652   46800    0        6.1      408.1     2.83e+04
2022 03 14  1400   59652   50400    0        4.2      406.7     4.07e+04
2022 03 14  1500   59652   54000    0        3.0      414.2     6.15e+04
2022 03 14  1600   59652   57600    0        1.7      404.1     8.05e+04
2022 03 14  1700   59652   61200    1        3.0      404.2     1.07e+05
2022 03 14  1800   59652   64800    0        3.0      401.6     1.04e+05
2022 03 14  1900   59652   68400    0        2.7      419.0     1.09e+05
2022 03 14  2000   59652   72000    0        2.0      399.6     8.27e+04
2022 03 14  2100   59652   75600    0        2.7      395.1     1.03e+05
2022 03 14  2200   59652   79200    0        2.8      399.5     1.15e+05
2022 03 14  2300   59652   82800    0        2.8      400.7     1.06e+05
2022 03 15  0000   59653       0    0        7.6      391.3     8.49e+04
2022 03 15  0100   59653    3600    9    -9999.9    -9999.9    -1.00e+05
2022 03 15  0200   59653    7200    0        6.6      383.0     3.35e+04
2022 03 15  0300   59653   10800    0        4.5      373.7     3.63e+04
2022 03 15  0400   59653   14400    0        2.0      374.0     3.10e+04
2022 03 15  0500   59653   18000    0        1.9      375.7     5.22e+04
2022 03 15  0600   59653   21600    0        1.5      396.4     1.22e+05
2022 03 15  0700   59653   25200    1        1.5      395.5     1.34e+05
2022 03 15  0800   59653   28800    0        1.7      386.8     1.36e+05
2022 03 15  0900   59653   32400    0        1.7      393.2     1.45e+05
2022 03 15  1000   59653   36000    9    -9999.9    -9999.9    -1.00e+05
2022 03 15  1100   59653   39600    1        3.3      389.9     1.45e+05
2022 03 15  1200   59653   43200    0        2.3      395.9     1.35e+05
2022 03 15  1300   59653   46800    0        2.1      381.2     1.16e+05
2022 03 15  1400   59653   50400    0        2.1      378.6     8.83e+04
2022 03 15  1500   59653   54000    0        2.0      376.7     7.61e+04
2022 03 15  1600   59653   57600    0        1.2      369.8     5.55e+04
2022 03 15  1700   59653   61200    0        0.9      378.8     9.82e+04
2022 03 15  1800   59653   64800    0        1.7      399.6     9.74e+04
2022 03 15  1900   59653   68400    0        2.1      406.1     9.11e+04
2022 03 15  2000   59653   72000    0        1.6      404.6     7.02e+04
2022 03 15  2100   59653   75600    0        1.5      419.2     6.23e+04
2022 03 15  2200   59653   79200    0        1.3      417.9     6.47e+04
2022 03 15  2300   59653   82800    0        1.1      416.0     6.17e+04
2022 03 16  0000   59654       0    0        0.7      421.0     6.07e+04
2022 03 16  0100   59654    3600    9    -9999.9    -9999.9    -1.00e+05
2022 03 16  0200   59654    7200    0        1.3      416.2     6.18e+04
2022 03 16  0300   59654   10800    0        1.3      417.2     6.95e+04
2022 03 16  0400   59654   14400    0        1.3      417.5     6.51e+04
2022 03 16  0500   59654   18000    0        1.4      424.1     6.01e+04
2022 03 16  0600   59654   21600    0        0.9      416.9     7.00e+04
2022 03 16  0700   59654   25200    0        1.0      411.5     7.57e+04
2022 03 16  0800   59654   28800    0        1.1      412.2     8.68e+04
2022 03 16  0900   59654   32400    0        1.2      413.8     8.07e+04
2022 03 16  1000   59654   36000    0        1.0      412.1     8.17e+04
2022 03 16  1100   59654   39600    0        0.9      404.5     8.28e+04
2022 03 16  1200   59654   43200    0        0.8      400.3     6.78e+04
2022 03 16  1300   59654   46800    0        0.8      395.1     7.06e+04
2022 03 16  1400   59654   50400    0        0.8      394.2     6.45e+04
2022 03 16  1500   59654   54000    0        0.8      387.9     6.65e+04
2022 03 16  1600   59654   57600    1        1.3      380.1     5.06e+04
2022 03 16  1700   59654   61200    0        1.0      379.3     5.97e+04
2022 03 16  1800   59654   64800    0        1.0      384.4     5.44e+04
2022 03 16  1900   59654   68400    0        1.5      380.7     3.98e+04
2022 03 16  2000   59654   72000    0        1.0      379.8     5.24e+04
2022 03 16  2100   59654   75600    0        1.7      374.8     3.63e+04
2022 03 16  2200   59654   79200    0        1.3      371.2     5.69e+04
2022 03 16  2300   59654   82800    0        1.1      367.4     5.65e+04
2022 03 17  0000   59655       0    1        0.7      374.3     1.07e+05
2022 03 17  0100   59655    3600    9    -9999.9    -9999.9    -1.00e+05
